"Time","# Players","Strategy 0","Strategy 1","Told To Move","Games Played","Avg. Payoff","Energy Given","Births","Movements Made","No Space To Move","Deaths","Energy Removed"
"620","1480","466","1014","0","554","1.19","1112","4","146","1694","10","743"
"621","1478","467","1011","0","537","1.1","1009","4","129","1700","6","740"
"622","1472","465","1007","0","547","1.16","1076","1","137","1705","7","739"
"623","1469","465","1004","0","543","1.21","1104","3","136","1707","6","736"
"624","1466","467","999","0","539","1.22","1109","3","138","1708","6","734.5"
"625","1465","468","997","0","546","1.16","1057","5","128","1710","6","733"
"626","1469","469","1000","0","541","1.2","1111","7","135","1711","3","732.5"
"627","1472","467","1005","0","555","1.17","1088","8","115","1716","5","734.5"
"628","1471","467","1004","0","547","1.11","1045","4","129","1721","5","736"
"629","1470","470","1000","0","532","1.18","1077","4","121","1725","5","735.5"
"630","1470","472","998","0","547","1.17","1102","5","123","1728","5","735"
"631","1471","472","999","0","544","1.18","1090","3","119","1731","2","735"
"632","1478","473","1005","0","548","1.22","1139","10","137","1734","3","735.5"
"633","1473","472","1001","0","545","1.16","1076","4","112","1738","9","739"
"634","1474","472","1002","0","553","1.16","1097","6","114","1741","5","736.5"
"635","1475","474","1001","0","539","1.19","1109","6","124","1744","5","737"
"636","1472","474","998","0","555","1.2","1147","3","127","1747","6","737.5"
"637","1472","476","996","0","536","1.14","1032","5","126","1748","5","736"
"638","1475","476","999","0","538","1.25","1158","7","118","1749","4","736"
"639","1475","476","999","0","542","1.13","1084","0","113","1753","0","737.5"
"640","1477","475","1002","0","550","1.17","1112","6","114","1755","4","737.5"
"641","1473","473","1000","0","551","1.21","1129","5","122","1758","9","738.5"
"642","1474","473","1001","0","544","1.15","1055","4","124","1761","3","736.5"
"643","1472","473","999","0","545","1.12","1015","2","135","1763","4","737"
"644","1474","478","996","0","538","1.21","1106","7","118","1765","5","736"
"645","1472","478","994","0","538","1.2","1093","1","114","1767","3","737"
"646","1470","478","992","0","543","1.12","1042","3","110","1771","5","736"
"647","1469","478","991","0","535","1.21","1121","3","117","1773","4","735"
"648","1467","477","990","0","539","1.18","1090","5","118","1774","7","734.5"
"649","1461","478","983","0","551","1.23","1148","1","115","1776","7","733.5"
"650","1460","478","982","0","551","1.2","1107","5","108","1781","6","730.5"
"651","1460","479","981","0","539","1.17","1073","4","119","1786","4","730"
"652","1455","478","977","0","545","1.21","1104","1","108","1788","6","730"
"653","1456","479","977","0","553","1.16","1074","6","106","1793","5","727.5"
"654","1456","481","975","0","542","1.24","1130","7","110","1797","7","728"
"655","1455","481","974","0","547","1.21","1112","3","114","1800","4","728"
"656","1457","483","974","0","546","1.19","1116","5","116","1801","3","727.5"
"657","1458","483","975","0","537","1.17","1087","7","114","1805","6","728.5"
"658","1455","482","973","0","535","1.17","1085","3","113","1808","6","729"
"659","1450","482","968","0","545","1.21","1135","4","114","1811","9","727.5"
"660","1450","483","967","0","528","1.18","1089","3","122","1815","3","725"
"661","1456","483","973","0","542","1.25","1147","8","113","1822","2","725"
"662","1453","482","971","0","539","1.18","1086","4","114","1824","7","728"
"663","1453","483","970","0","541","1.19","1137","5","125","1826","5","726.5"
"664","1451","484","967","0","557","1.21","1135","6","117","1827","8","726.5"
"665","1448","483","965","0","536","1.22","1087","5","115","1828","8","725.5"
"666","1443","483","960","0","534","1.18","1098","1","109","1829","6","724"
"667","1441","483","958","0","536","1.17","1086","3","115","1832","5","721.5"
"668","1437","482","955","0","538","1.19","1073","5","114","1836","9","720.5"
"669","1441","484","957","0","533","1.24","1137","7","121","1839","3","718.5"
"670","1445","485","960","0","532","1.16","1048","8","111","1844","4","720.5"
"671","1442","486","956","0","545","1.25","1158","1","105","1847","4","722.5"
"672","1444","488","956","0","541","1.24","1130","6","108","1851","4","721"
"673","1440","489","951","0","544","1.2","1152","4","114","1855","8","722"
"674","1435","489","946","0","521","1.19","1062","2","125","1861","7","720"
"675","1432","487","945","0","526","1.19","1094","5","121","1863","8","717.5"
"676","1433","485","948","0","546","1.19","1127","8","106","1864","7","716"
"677","1433","486","947","0","541","1.24","1175","5","104","1867","5","716.5"
"678","1429","485","944","0","539","1.19","1099","3","103","1871","7","716.5"
"679","1432","484","948","0","535","1.18","1086","9","109","1873","6","714.5"
"680","1429","484","945","0","533","1.24","1153","3","111","1878","6","716"
"681","1431","484","947","0","524","1.25","1152","8","109","1878","6","714.5"
"682","1432","483","949","0","524","1.23","1115","5","120","1881","4","715.5"
"683","1428","483","945","0","537","1.29","1193","2","109","1883","6","716"
"684","1430","484","946","0","523","1.24","1139","4","116","1886","2","714"
"685","1431","483","948","0","514","1.18","1027","4","115","1886","3","715"
"686","1433","484","949","0","521","1.18","1073","4","116","1888","2","715.5"
"687","1433","484","949","0","527","1.22","1114","6","122","1890","6","716.5"
"688","1429","484","945","0","519","1.26","1139","3","109","1893","7","716.5"
"689","1432","486","946","0","527","1.18","1077","5","117","1895","2","714.5"
"690","1428","485","943","0","516","1.24","1121","1","117","1898","5","716"
"691","1433","485","948","0","521","1.24","1120","6","117","1902","1","714"
"692","1433","487","946","0","527","1.21","1086","3","117","1903","3","716.5"
"693","1432","486","946","0","533","1.21","1111","4","114","1903","5","716.5"
"694","1431","486","945","0","520","1.24","1095","2","115","1907","3","716"
"695","1433","488","945","0","533","1.21","1105","6","108","1907","4","715.5"
"696","1435","491","944","0","526","1.23","1111","5","118","1908","3","716.5"
"697","1432","489","943","0","520","1.21","1121","4","118","1911","7","717.5"
"698","1431","490","941","0","513","1.25","1104","5","121","1916","6","716"
"699","1424","491","933","0","534","1.28","1169","2","108","1918","9","715.5"
"700","1427","491","936","0","534","1.26","1168","8","108","1920","5","712"
"701","1426","490","936","0","533","1.24","1153","9","111","1926","10","713.5"
"702","1427","492","935","0","535","1.22","1136","7","120","1929","6","713"
"703","1424","493","931","0","521","1.27","1153","3","112","1932","6","713.5"
"704","1424","494","930","0","531","1.23","1133","3","106","1938","3","712"
"705","1418","494","924","0","520","1.28","1143","2","117","1943","8","712"
"706","1417","493","924","0","534","1.22","1138","4","117","1947","5","709"
"707","1413","491","922","0","516","1.2","1102","3","110","1950","7","708.5"
"708","1414","490","924","0","519","1.31","1169","5","99","1953","4","706.5"
"709","1413","490","923","0","526","1.25","1144","3","103","1955","4","707"
"710","1411","491","920","0","522","1.24","1116","6","98","1962","8","706.5"
"711","1412","490","922","0","528","1.26","1131","7","101","1965","6","705.5"
"712","1410","489","921","0","519","1.26","1132","1","108","1969","3","706"
"713","1407","489","918","0","535","1.26","1148","3","97","1970","6","705"
"714","1407","492","915","0","523","1.2","1066","5","103","1973","5","703.5"
"715","1409","494","915","0","510","1.22","1113","4","94","1977","2","703.5"
"716","1409","495","914","0","525","1.26","1120","4","102","1978","4","704.5"
"717","1410","498","912","0","531","1.25","1130","4","89","1981","3","704.5"
"718","1406","496","910","0","532","1.27","1180","2","96","1990","6","705"
"719","1412","498","914","0","516","1.28","1136","7","108","1992","1","703"
"720","1415","497","918","0","527","1.28","1128","5","107","1996","2","706"
"721","1416","497","919","0","520","1.31","1177","5","106","1997","4","707.5"
"722","1417","497","920","0","522","1.29","1164","6","109","1999","5","708"
"723","1419","496","923","0","516","1.22","1084","3","101","2000","1","708.5"
"724","1415","496","919","0","530","1.27","1176","7","116","2002","11","709.5"
"725","1415","496","919","0","528","1.27","1159","4","112","2007","4","707.5"
"726","1415","496","919","0","524","1.32","1186","3","106","2009","3","707.5"
"727","1413","496","917","0","518","1.23","1107","5","115","2010","7","707.5"
"728","1414","497","917","0","514","1.26","1143","5","115","2015","4","706.5"
"729","1412","499","913","0","516","1.28","1144","6","106","2017","8","707"
"730","1413","498","915","0","519","1.29","1167","5","120","2019","4","706"
"731","1408","499","909","0","523","1.3","1193","4","110","2026","9","706.5"
"732","1412","501","911","0","522","1.28","1170","7","109","2028","3","704"
"733","1408","501","907","0","525","1.27","1142","1","109","2033","5","706"
"734","1402","501","901","0","518","1.33","1189","3","97","2035","9","704"
"735","1404","502","902","0","525","1.32","1186","8","108","2039","6","701"
"736","1409","504","905","0","529","1.25","1173","8","110","2040","3","702"
"737","1412","504","908","0","525","1.29","1174","4","106","2043","1","704.5"
"738","1415","508","907","0","520","1.29","1185","8","94","2045","5","706"
"739","1414","507","907","0","521","1.34","1217","5","106","2048","6","707.5"
"740","1415","507","908","0","516","1.24","1123","4","108","2049","3","707"
"741","1416","508","908","0","511","1.29","1136","7","102","2052","6","707.5"
"742","1408","505","903","0","524","1.31","1184","4","107","2055","12","708"
"743","1411","505","906","0","517","1.27","1162","8","119","2058","5","704"
"744","1411","507","904","0","519","1.33","1200","7","114","2062","7","705.5"
"745","1409","506","903","0","526","1.28","1198","5","116","2069","7","705.5"
"746","1410","506","904","0","516","1.28","1167","2","118","2070","1","704.5"
"747","1411","506","905","0","521","1.3","1185","6","103","2075","5","705"
"748","1415","508","907","0","533","1.29","1186","10","112","2078","6","705.5"
"749","1416","510","906","0","521","1.31","1219","5","102","2079","4","707.5"
"750","1421","511","910","0","527","1.26","1130","7","97","2083","2","708"
"751","1424","511","913","0","535","1.25","1159","3","99","2086","0","710.5"
"752","1426","512","914","0","533","1.23","1164","3","89","2091","1","712"
"753","1424","512","912","0","530","1.28","1200","2","96","2091","4","713"
"754","1420","512","908","0","517","1.28","1170","1","104","2093","5","712"
"755","1422","510","912","0","527","1.29","1193","6","92","2095","4","710"
"756","1423","511","912","0","525","1.3","1185","3","102","2098","2","711"
"757","1419","510","909","0","545","1.25","1177","3","85","2098","7","711.5"
"758","1412","510","902","0","535","1.25","1153","0","88","2102","7","709.5"
"759","1416","511","905","0","533","1.28","1201","6","93","2105","2","706"
"760","1417","512","905","0","523","1.31","1186","5","83","2105","4","708"
"761","1414","512","902","0","526","1.32","1198","2","96","2112","5","708.5"
"762","1414","510","904","0","541","1.3","1199","5","98","2117","5","707"
"763","1414","510","904","0","532","1.22","1151","2","103","2119","2","707"
"764","1414","509","905","0","525","1.3","1142","2","90","2121","2","707"
"765","1415","507","908","0","520","1.27","1138","8","104","2124","7","707"
"766","1420","510","910","0","524","1.3","1160","6","108","2127","1","707.5"
"767","1419","512","907","0","532","1.25","1165","4","105","2134","5","710"
"768","1420","511","909","0","533","1.27","1172","6","99","2139","5","709.5"
"769","1421","511","910","0","522","1.26","1128","4","116","2141","3","710"
"770","1423","514","909","0","529","1.31","1177","5","105","2144","3","710.5"
"771","1422","515","907","0","517","1.32","1194","2","92","2146","3","711.5"
"772","1426","515","911","0","537","1.24","1169","7","96","2148","3","711"
"773","1425","515","910","0","523","1.24","1136","5","88","2152","6","713"
"774","1423","515","908","0","525","1.25","1166","3","96","2153","5","712.5"
"775","1424","515","909","0","522","1.26","1158","3","102","2156","2","711.5"
"776","1423","516","907","0","538","1.33","1231","1","104","2158","2","712"
"777","1427","518","909","0","531","1.28","1200","7","104","2160","3","711.5"
"778","1427","519","908","0","522","1.24","1139","5","99","2161","5","713.5"
"779","1433","521","912","0","529","1.36","1213","10","99","2164","4","713.5"
"780","1433","520","913","0","518","1.27","1170","6","113","2167","6","716.5"
"781","1430","519","911","0","524","1.29","1191","2","109","2169","5","716.5"
"782","1434","521","913","0","524","1.31","1198","7","90","2175","3","715"
"783","1437","522","915","0","528","1.31","1215","4","102","2179","1","717"
"784","1442","521","921","0","534","1.26","1174","7","91","2184","2","718.5"
"785","1443","523","920","0","539","1.3","1209","3","80","2189","2","721"
"786","1442","521","921","0","536","1.29","1204","6","93","2190","7","721.5"
"787","1437","520","917","0","539","1.3","1225","1","100","2192","6","721"
"788","1442","522","920","0","527","1.27","1178","8","100","2194","3","718.5"
"789","1444","522","922","0","527","1.3","1206","6","97","2197","4","721"
"790","1445","521","924","0","540","1.28","1207","4","94","2202","3","722"
"791","1448","520","928","0","545","1.28","1209","6","89","2207","3","722.5"
"792","1450","519","931","0","552","1.25","1195","5","85","2207","3","724"
"793","1446","519","927","0","541","1.25","1174","2","87","2212","6","725"
"794","1446","519","927","0","542","1.27","1229","5","81","2216","5","723"
"795","1444","518","926","0","541","1.27","1199","3","98","2221","5","723"
"796","1447","519","928","0","543","1.28","1235","6","100","2222","3","722"
"797","1448","521","927","0","539","1.29","1228","5","88","2226","4","723.5"
"798","1447","523","924","0","549","1.31","1251","3","105","2230","4","724"
"799","1448","522","926","0","558","1.29","1240","4","82","2232","3","723.5"
"800","1447","523","924","0","533","1.25","1169","4","89","2232","5","724"
"801","1449","524","925","0","541","1.29","1222","5","94","2235","3","723.5"
"802","1450","523","927","0","544","1.27","1201","4","100","2237","3","724.5"
"803","1447","524","923","0","542","1.33","1234","4","111","2238","7","725"
"804","1451","524","927","0","538","1.29","1174","7","118","2243","3","723.5"
"805","1452","522","930","0","529","1.26","1198","5","105","2245","4","725.5"
"806","1457","521","936","0","551","1.27","1217","8","99","2248","3","726"
"807","1457","521","936","0","527","1.29","1183","2","107","2254","2","728.5"
"808","1460","521","939","0","539","1.24","1164","5","95","2258","2","728.5"
"809","1459","520","939","0","549","1.29","1236","3","105","2260","4","730"
"810","1466","523","943","0","544","1.25","1175","8","99","2264","1","729.5"
"811","1464","522","942","0","536","1.25","1155","1","97","2264","3","733"
"812","1465","521","944","0","546","1.29","1211","6","111","2268","5","732"
"813","1464","520","944","0","541","1.29","1204","4","98","2268","5","732.5"
"814","1459","520","939","0","531","1.26","1196","5","95","2269","10","732"
"815","1460","521","939","0","532","1.28","1212","4","102","2271","3","729.5"
"816","1464","525","939","0","540","1.3","1218","8","108","2275","4","730"
"817","1461","524","937","0","541","1.31","1252","1","101","2275","4","732"
"818","1461","522","939","0","538","1.31","1243","8","105","2278","8","730.5"
"819","1462","522","940","0","537","1.23","1140","5","105","2279","4","730.5"
"820","1466","524","942","0","551","1.31","1247","8","108","2282","4","731"
"821","1465","525","940","0","536","1.28","1200","2","106","2286","3","733"
"822","1464","526","938","0","556","1.22","1175","3","86","2287","4","732.5"
"823","1466","526","940","0","534","1.31","1211","4","94","2290","2","732"
"824","1467","526","941","0","550","1.26","1204","5","109","2294","4","733"
"825","1469","528","941","0","553","1.28","1234","4","90","2296","2","733.5"
"826","1467","528","939","0","550","1.23","1190","3","86","2298","5","734.5"
"827","1468","530","938","0","535","1.22","1167","6","97","2301","5","733.5"
"828","1471","531","940","0","544","1.27","1228","5","80","2305","2","734"
"829","1472","530","942","0","538","1.33","1243","4","103","2307","3","735.5"
"830","1475","531","944","0","551","1.24","1218","8","95","2311","5","736"
"831","1473","531","942","0","553","1.32","1262","4","99","2315","6","737.5"
"832","1472","532","940","0","556","1.3","1268","4","104","2320","5","736.5"
"833","1472","533","939","0","554","1.3","1258","3","96","2322","3","736"
"834","1475","534","941","0","550","1.27","1225","7","87","2324","4","736"
"835","1479","537","942","0","547","1.29","1205","6","85","2327","2","737.5"
"836","1482","537","945","0","562","1.29","1266","6","90","2327","3","739.5"
"837","1482","538","944","0","552","1.25","1196","6","86","2332","6","741"
"838","1483","538","945","0","561","1.32","1294","2","92","2337","1","741"
"839","1482","536","946","0","551","1.26","1208","5","82","2341","6","741.5"
"840","1482","536","946","0","557","1.27","1228","4","80","2343","4","741"
"841","1479","538","941","0","554","1.32","1259","4","96","2347","7","741"
"842","1479","540","939","0","555","1.33","1233","4","94","2349","4","739.5"
"843","1480","541","939","0","545","1.31","1249","3","105","2351","2","739.5"
"844","1484","545","939","0","540","1.28","1244","5","100","2355","1","740"
"845","1481","545","936","0","555","1.34","1287","3","101","2357","6","742"
"846","1484","545","939","0","561","1.31","1254","5","91","2359","2","740.5"
"847","1482","543","939","0","563","1.31","1261","3","79","2360","5","742"
"848","1485","543","942","0","562","1.32","1265","7","88","2365","4","741"
"849","1484","545","939","0","546","1.27","1221","5","98","2367","6","742.5"
"850","1482","547","935","0","562","1.29","1282","4","96","2374","6","742"
"851","1485","548","937","0","547","1.28","1211","7","105","2375","4","741"
"852","1484","549","935","0","550","1.32","1272","5","106","2377","6","742.5"
"853","1486","550","936","0","563","1.36","1332","7","105","2380","5","742"
"854","1491","552","939","0","563","1.27","1259","8","99","2387","3","743"
"855","1492","552","940","0","557","1.33","1320","4","98","2389","3","745.5"
"856","1493","551","942","0","557","1.31","1260","4","93","2392","3","746"
"857","1495","552","943","0","560","1.28","1271","6","88","2395","4","746.5"
"858","1495","553","942","0","558","1.3","1254","5","103","2398","5","747.5"
"859","1492","553","939","0","560","1.32","1275","3","104","2400","6","747.5"
"860","1494","554","940","0","549","1.32","1271","6","100","2406","4","746"
"861","1499","558","941","0","560","1.31","1253","8","100","2408","3","747"
"862","1501","558","943","0","550","1.28","1223","4","102","2411","2","749.5"
"863","1505","559","946","0","566","1.36","1300","7","107","2413","3","750.5"
"864","1506","559","947","0","558","1.36","1309","3","121","2415","2","752.5"
"865","1507","560","947","0","546","1.38","1337","6","105","2417","5","753"
"866","1511","560","951","0","551","1.31","1256","7","115","2420","3","753.5"
"867","1513","560","953","0","560","1.28","1255","6","99","2423","4","755.5"
"868","1516","561","955","0","568","1.31","1298","5","91","2425","2","756.5"
"869","1511","560","951","0","569","1.31","1303","1","100","2430","6","758"
"870","1514","560","954","0","568","1.3","1297","5","98","2432","2","755.5"
"871","1514","559","955","0","560","1.32","1269","3","102","2436","3","757"
"872","1512","559","953","0","572","1.31","1291","6","105","2438","8","757"
"873","1515","560","955","0","561","1.3","1277","4","105","2440","1","756"
"874","1515","560","955","0","566","1.32","1296","4","100","2442","4","757.5"
"875","1512","561","951","0","561","1.3","1261","2","102","2445","5","757.5"
"876","1512","561","951","0","560","1.36","1337","5","100","2447","5","756"
"877","1510","560","950","0","573","1.34","1291","2","94","2455","4","756"
"878","1510","560","950","0","567","1.29","1267","3","99","2458","3","755"
"879","1510","564","946","0","569","1.33","1336","7","99","2462","7","755"
"880","1511","564","947","0","560","1.34","1328","6","100","2463","5","755"
"881","1511","561","950","0","562","1.32","1294","6","111","2465","6","755.5"
"882","1508","561","947","0","562","1.37","1342","3","98","2467","6","755.5"
"883","1513","560","953","0","557","1.32","1260","7","102","2473","2","754"
"884","1513","559","954","0","574","1.33","1328","5","95","2477","5","756.5"
"885","1508","559","949","0","575","1.37","1354","4","99","2480","9","756.5"
"886","1510","559","951","0","559","1.28","1253","7","104","2482","5","754"
"887","1514","559","955","0","565","1.31","1298","7","111","2483","3","755"
"888","1514","559","955","0","570","1.36","1365","7","115","2485","7","757"
"889","1516","559","957","0","563","1.32","1296","9","112","2486","7","757"
"890","1520","560","960","0","569","1.34","1317","10","112","2489","6","758"
"891","1521","562","959","0","573","1.34","1314","8","100","2493","7","760"
"892","1519","562","957","0","556","1.32","1278","3","108","2496","5","760.5"
"893","1522","561","961","0","582","1.33","1346","7","100","2498","4","759.5"
"894","1522","561","961","0","571","1.32","1298","7","93","2499","7","761"
"895","1521","560","961","0","563","1.31","1292","2","97","2503","3","761"
"896","1523","560","963","0","575","1.29","1300","5","109","2505","3","760.5"
"897","1523","560","963","0","558","1.33","1294","3","105","2510","3","761.5"
"898","1524","560","964","0","552","1.3","1244","4","106","2511","3","761.5"
"899","1521","559","962","0","574","1.33","1304","3","106","2513","6","762"
"900","1520","560","960","0","564","1.29","1256","5","97","2516","6","760.5"
"901","1517","561","956","0","571","1.29","1306","2","110","2520","5","760"
"902","1519","562","957","0","563","1.28","1252","4","111","2524","2","758.5"
"903","1520","565","955","0","570","1.35","1313","7","94","2525","6","759.5"
"904","1520","566","954","0","573","1.36","1362","4","108","2529","4","760"
"905","1518","565","953","0","577","1.29","1311","3","103","2534","5","760"
"906","1523","567","956","0","574","1.31","1321","10","109","2536","5","759"
"907","1522","568","954","0","567","1.3","1296","4","102","2537","5","761.5"
"908","1521","568","953","0","573","1.34","1293","4","97","2540","5","761"
"909","1525","568","957","0","562","1.39","1349","6","117","2543","2","760.5"
"910","1524","566","958","0","573","1.31","1328","6","97","2543","7","762.5"
"911","1526","566","960","0","553","1.33","1275","5","103","2547","3","762"
"912","1530","568","962","0","573","1.37","1343","7","105","2550","3","763"
"913","1530","569","961","0","578","1.33","1337","5","104","2554","5","765"
"914","1531","568","963","0","587","1.34","1354","5","98","2558","4","765"
"915","1535","570","965","0","570","1.36","1332","8","112","2562","4","765.5"
"916","1535","574","961","0","576","1.3","1269","4","98","2565","4","767.5"
"917","1532","574","958","0","570","1.33","1318","3","98","2566","6","767.5"
"918","1534","574","960","0","574","1.39","1381","4","106","2568","2","766"
"919","1542","574","968","0","571","1.36","1365","10","103","2573","2","767"
"920","1550","579","971","0","579","1.31","1342","11","103","2577","3","771"
"921","1554","578","976","0","587","1.34","1369","8","106","2581","4","775"
"922","1554","579","975","0","573","1.32","1320","7","100","2583","7","777"
"923","1560","581","979","0","581","1.28","1300","9","96","2589","3","777"
"924","1563","582","981","0","586","1.32","1349","6","101","2593","3","780"
"925","1563","581","982","0","576","1.37","1356","4","105","2594","4","781.5"
"926","1564","580","984","0","589","1.3","1325","9","89","2596","8","781.5"
"927","1562","581","981","0","583","1.35","1380","4","103","2599","6","782"
"928","1557","578","979","0","593","1.37","1383","4","102","2603","9","781"
"929","1558","581","977","0","587","1.28","1311","6","95","2605","5","778.5"
"930","1560","582","978","0","586","1.32","1343","7","91","2608","5","779"
"931","1562","582","980","0","593","1.27","1311","5","81","2609","3","780"
"932","1559","580","979","0","584","1.34","1387","3","87","2618","6","781"
"933","1566","582","984","0","578","1.29","1300","8","87","2620","1","779.5"
"934","1568","583","985","0","579","1.32","1351","4","99","2625","2","783"
"935","1571","583","988","0","589","1.34","1343","5","105","2627","2","784"
"936","1571","581","990","0","571","1.32","1314","9","106","2630","9","785.5"
"937","1571","583","988","0","597","1.28","1315","4","109","2631","4","785.5"
"938","1578","587","991","0","591","1.28","1343","7","104","2634","0","785.5"
"939","1583","589","994","0","582","1.31","1313","6","100","2638","1","789"
"940","1580","588","992","0","596","1.3","1342","2","106","2640","5","791.5"
"941","1584","590","994","0","600","1.3","1350","6","100","2642","2","790"
"942","1582","588","994","0","599","1.35","1388","5","81","2646","7","792"
"943","1583","587","996","0","582","1.35","1360","3","100","2648","2","791"
"944","1583","588","995","0","578","1.33","1338","7","103","2649","7","791.5"
"945","1587","590","997","0","604","1.34","1388","6","110","2655","2","791.5"
"946","1586","590","996","0","580","1.3","1305","3","110","2656","4","793.5"
"947","1590","593","997","0","589","1.34","1362","6","115","2661","2","793"
"948","1594","594","1000","0","597","1.36","1433","8","114","2662","4","795"
"949","1596","593","1003","0","591","1.31","1350","6","112","2666","4","797"
"950","1599","594","1005","0","589","1.3","1373","6","102","2672","3","798"
"951","1598","594","1004","0","594","1.31","1350","4","100","2674","5","799.5"
"952","1597","594","1003","0","595","1.31","1360","6","111","2677","7","799"
"953","1599","594","1005","0","593","1.37","1383","6","96","2681","4","798.5"
"954","1598","593","1005","0","606","1.29","1352","4","99","2687","5","799.5"
"955","1598","595","1003","0","600","1.33","1395","6","98","2692","6","799"
"956","1603","599","1004","0","604","1.31","1369","6","91","2696","1","799"
"957","1606","599","1007","0","609","1.38","1441","6","98","2699","3","801.5"
"958","1605","599","1006","0","602","1.38","1438","3","100","2699","4","803"
"959","1607","602","1005","0","611","1.32","1387","4","88","2703","2","802.5"
"960","1605","600","1005","0","584","1.31","1339","4","103","2703","6","803.5"
"961","1606","600","1006","0","601","1.33","1383","6","113","2708","5","802.5"
"962","1610","601","1009","0","592","1.36","1414","5","120","2709","1","803"
"963","1609","601","1008","0","597","1.28","1358","4","110","2712","5","805"
"964","1610","602","1008","0","598","1.27","1306","3","99","2717","2","804.5"
"965","1613","603","1010","0","606","1.3","1365","7","100","2720","4","805"
"966","1616","605","1011","0","610","1.36","1430","8","99","2721","5","806.5"
"967","1620","607","1013","0","600","1.33","1397","6","112","2724","2","808"
"968","1623","608","1015","0","603","1.33","1421","5","119","2729","2","810"
"969","1623","605","1018","0","611","1.33","1424","5","106","2731","5","811.5"
"970","1627","605","1022","0","617","1.33","1433","9","100","2736","5","811.5"
"971","1624","605","1019","0","612","1.29","1373","4","113","2737","7","813.5"
"972","1628","605","1023","0","603","1.31","1380","7","112","2739","3","812"
"973","1627","607","1020","0","612","1.32","1371","3","117","2743","4","814"
"974","1626","608","1018","0","597","1.29","1335","6","105","2744","7","813.5"
"975","1635","611","1024","0","610","1.31","1381","9","96","2748","0","813"
"976","1639","612","1027","0","612","1.35","1444","5","100","2750","1","817.5"
"977","1642","612","1030","0","610","1.29","1360","7","97","2753","4","819.5"
"978","1638","611","1027","0","617","1.33","1436","3","103","2755","7","821"
"979","1638","611","1027","0","619","1.35","1474","3","94","2758","3","819"
"980","1633","608","1025","0","610","1.39","1442","3","110","2760","8","819"
"981","1636","610","1026","0","612","1.32","1423","7","111","2763","4","816.5"
"982","1638","611","1027","0","597","1.33","1401","4","113","2766","2","818"
"983","1635","613","1022","0","610","1.29","1372","4","110","2770","7","819"
"984","1631","613","1018","0","602","1.31","1410","2","97","2771","6","817.5"
"985","1633","613","1020","0","607","1.33","1401","5","105","2772","3","815.5"
"986","1630","612","1018","0","627","1.27","1396","1","99","2775","4","816.5"
"987","1632","613","1019","0","613","1.34","1423","4","99","2778","2","815"
"988","1630","612","1018","0","607","1.31","1400","3","105","2779","5","816"
"989","1635","612","1023","0","605","1.36","1440","7","109","2783","2","815"
"990","1638","613","1025","0","611","1.33","1430","4","123","2784","1","817.5"
"991","1639","612","1027","0","607","1.28","1402","7","128","2785","6","819"
"992","1639","616","1023","0","621","1.34","1490","7","112","2788","7","819.5"
"993","1635","617","1018","0","616","1.36","1472","3","115","2789","7","819.5"
"994","1633","617","1016","0","602","1.35","1428","5","136","2789","7","817.5"
"995","1636","619","1017","0","604","1.38","1448","5","120","2795","2","816.5"
"996","1640","622","1018","0","619","1.37","1487","6","116","2798","2","818"
"997","1644","623","1021","0","603","1.34","1449","8","111","2802","4","820"
"998","1641","623","1018","0","614","1.38","1456","3","110","2805","6","822"
"999","1647","626","1021","0","617","1.34","1412","8","96","2806","2","820.5"
"1000","1650","627","1023","0","619","1.37","1473","9","116","2811","6","823.5"
"1001","1649","626","1023","0","617","1.4","1482","4","99","2812","5","825"
"1002","1649","625","1024","0","599","1.31","1358","5","94","2813","5","824.5"
"1003","1653","624","1029","0","614","1.32","1426","8","106","2815","4","824.5"
"1004","1650","624","1026","0","623","1.35","1478","4","106","2818","7","826.5"
"1005","1654","625","1029","0","633","1.32","1468","6","108","2820","2","825"
"1006","1656","624","1032","0","610","1.31","1403","4","105","2825","2","827"
"1007","1658","625","1033","0","632","1.28","1434","4","98","2829","2","828"
"1008","1659","627","1032","0","627","1.32","1430","5","108","2831","4","829"
"1009","1662","627","1035","0","633","1.3","1434","8","93","2833","5","829.5"
"1010","1661","626","1035","0","626","1.29","1451","6","104","2836","7","831"
"1011","1664","626","1038","0","626","1.36","1496","4","104","2842","1","830.5"
"1012","1665","625","1040","0","612","1.33","1443","6","103","2845","5","832"
"1013","1666","626","1040","0","622","1.33","1418","4","111","2851","3","832.5"
"1014","1665","627","1038","0","626","1.34","1437","3","115","2855","4","833"
"1015","1662","626","1036","0","614","1.32","1448","3","103","2856","6","832.5"
"1016","1658","624","1034","0","620","1.34","1408","5","92","2858","9","831"
"1017","1652","624","1028","0","616","1.35","1457","2","116","2859","8","829"
"1018","1652","626","1026","0","617","1.34","1429","6","105","2861","6","826"
"1019","1657","626","1031","0","624","1.31","1441","7","111","2862","2","826"
"1020","1662","627","1035","0","614","1.34","1438","9","106","2866","4","828.5"
"1021","1661","628","1033","0","634","1.37","1508","7","100","2868","8","831"
"1022","1658","628","1030","0","612","1.31","1413","4","96","2870","7","830.5"
"1023","1656","629","1027","0","622","1.37","1483","3","104","2876","5","829"
"1024","1659","630","1029","0","611","1.37","1475","5","100","2880","2","828"
"1025","1663","631","1032","0","639","1.33","1489","6","100","2882","2","829.5"
