"Time","# Players","Told To Move","Games Played","Avg. Payoff","Energy Given","Births","Movements Made","No Space To Move","Deaths"
"170","5000","0","1910","1.67","5761","0","331","138","0"
"171","5000","0","1905","1.61","5673","0","348","140","0"
"172","5000","0","1902","1.69","5784","0","337","142","0"
"173","5000","0","1896","1.68","5774","0","330","143","0"
"174","5000","0","1907","1.67","5808","0","371","146","0"
"175","5000","0","1877","1.68","5807","0","350","151","0"
"176","5000","0","1906","1.68","5833","0","349","151","0"
"177","5000","0","1897","1.68","5858","0","364","152","0"
"178","5000","0","1893","1.63","5597","0","325","154","0"
"179","5000","0","1906","1.65","5648","0","323","154","0"
"180","5000","0","1910","1.62","5653","0","341","157","0"
"181","5000","0","1885","1.63","5600","0","331","160","0"
"182","5000","0","1909","1.65","5698","0","344","161","0"
"183","5000","0","1918","1.67","5767","0","334","164","0"
"184","5000","0","1908","1.63","5681","0","357","166","0"
"185","5000","0","1909","1.68","5882","0","340","167","0"
"186","5000","0","1908","1.65","5698","0","320","168","0"
"187","5000","0","1896","1.64","5702","0","340","168","0"
"188","5000","0","1864","1.64","5565","0","347","170","0"
"189","5000","0","1928","1.66","5814","0","363","171","0"
"190","5000","0","1914","1.64","5666","0","361","173","0"
"191","5000","0","1885","1.65","5643","0","367","173","0"
"192","5000","0","1896","1.65","5728","0","348","177","0"
"193","5000","0","1915","1.67","5733","0","338","177","0"
"194","5000","0","1916","1.65","5832","0","335","179","0"
"195","5000","0","1903","1.67","5810","0","343","179","0"
"196","5000","0","1866","1.64","5591","0","349","179","0"
"197","5000","0","1878","1.66","5679","0","372","180","0"
"198","5000","0","1899","1.63","5625","0","349","182","0"
"199","5000","0","1894","1.67","5817","0","358","183","0"
"200","5000","0","1880","1.68","5703","0","351","183","0"
"201","5000","0","1888","1.67","5724","0","337","184","0"
"202","5000","0","1894","1.69","5814","0","344","186","0"
"203","5000","0","1909","1.66","5816","0","324","186","0"
"204","5000","0","1934","1.65","5923","0","329","186","0"
"205","5000","0","1904","1.67","5776","0","370","186","0"
"206","5000","0","1909","1.63","5713","0","354","187","0"
"207","5000","0","1916","1.64","5755","0","347","189","0"
"208","5000","0","1918","1.69","5871","0","348","191","0"
"209","5000","0","1896","1.68","5828","0","367","193","0"
"210","5000","0","1906","1.68","5853","0","363","194","0"
"211","5000","0","1902","1.66","5815","0","328","194","0"
"212","5000","0","1901","1.67","5749","0","344","196","0"
"213","5000","0","1914","1.66","5781","0","374","198","0"
"214","5000","0","1903","1.7","5921","0","326","200","0"
"215","5000","0","1894","1.68","5823","0","347","204","0"
"216","5000","0","1902","1.66","5695","0","343","208","0"
"217","5000","0","1912","1.64","5831","0","338","210","0"
"218","5000","0","1927","1.66","5816","0","331","212","0"
"219","5000","0","1899","1.72","5976","0","358","212","0"
"220","5000","0","1900","1.69","5835","0","342","212","0"
"221","5000","0","1910","1.65","5776","0","359","212","0"
"222","5000","0","1900","1.62","5669","0","336","213","0"
"223","5000","0","1914","1.65","5772","0","328","213","0"
"224","5000","0","1893","1.65","5753","0","340","214","0"
"225","5000","0","1913","1.66","5865","0","359","215","0"
"226","5000","0","1913","1.65","5772","0","346","215","0"
"227","5000","0","1915","1.65","5843","0","356","217","0"
"228","5000","0","1874","1.67","5778","0","356","218","0"
"229","5000","0","1902","1.64","5698","0","318","218","0"
"230","5000","0","1869","1.64","5634","0","369","219","0"
"231","5000","0","1886","1.67","5758","0","351","220","0"
"232","5000","0","1904","1.64","5783","0","341","220","0"
"233","5000","0","1912","1.67","5855","0","370","220","0"
"234","5000","0","1918","1.67","5895","0","386","221","0"
"235","5000","0","1895","1.64","5799","0","335","222","0"
"236","5000","0","1901","1.69","5843","0","342","224","0"
"237","5000","0","1909","1.69","5963","0","381","224","0"
"238","5000","0","1874","1.66","5743","0","370","224","0"
"239","5000","0","1897","1.69","5839","0","310","227","0"
"240","5000","0","1914","1.62","5751","0","338","227","0"
"241","5000","0","1899","1.64","5749","0","349","228","0"
"242","5000","0","1920","1.61","5732","0","365","228","0"
"243","5000","0","1907","1.69","5878","0","352","231","0"
"244","5000","0","1891","1.63","5739","0","347","233","0"
"245","5000","0","1888","1.68","5823","0","353","233","0"
"246","5000","0","1924","1.66","5808","0","365","235","0"
"247","5000","0","1930","1.66","5828","0","373","237","0"
"248","5000","0","1892","1.68","5783","0","371","239","0"
"249","5000","0","1909","1.65","5754","0","329","239","0"
"250","5000","0","1910","1.67","5806","0","357","241","0"
"251","5000","0","1899","1.7","5923","0","351","243","0"
"252","5000","0","1915","1.69","5866","0","329","244","0"
"253","5000","0","1921","1.67","5893","0","326","246","0"
"254","5000","0","1887","1.67","5781","0","383","247","0"
"255","5000","0","1878","1.64","5593","0","356","248","0"
"256","5000","0","1906","1.67","5861","0","376","252","0"
"257","5000","0","1919","1.67","5760","0","356","253","0"
"258","5000","0","1873","1.69","5754","0","356","254","0"
"259","5000","0","1918","1.65","5853","0","328","255","0"
"260","5000","0","1916","1.63","5723","0","373","255","0"
"261","5000","0","1915","1.68","5865","0","348","255","0"
"262","5000","0","1892","1.66","5814","0","342","257","0"
"263","5000","0","1920","1.66","5866","0","346","258","0"
"264","5000","0","1895","1.65","5800","0","392","260","0"
"265","5000","0","1907","1.65","5829","0","350","262","0"
"266","5000","0","1900","1.69","5763","0","361","262","0"
"267","5000","0","1917","1.69","5929","0","365","263","0"
"268","5000","0","1917","1.65","5803","0","330","266","0"
"269","5000","0","1895","1.65","5733","0","342","267","0"
"270","5000","0","1887","1.65","5771","0","376","268","0"
"271","5000","0","1928","1.7","5948","0","378","269","0"
"272","5000","0","1918","1.71","5993","0","355","269","0"
"273","5000","0","1919","1.66","5874","0","356","270","0"
"274","5000","0","1930","1.67","5905","0","348","271","0"
"275","5000","0","1895","1.7","5855","0","368","272","0"
"276","5000","0","1902","1.66","5815","0","360","272","0"
"277","5000","0","1887","1.66","5802","0","374","272","0"
"278","5000","0","1915","1.73","5932","0","378","274","0"
"279","5000","0","1899","1.66","5731","0","382","274","0"
"280","5000","0","1897","1.7","5887","0","394","275","0"
"281","5000","0","1913","1.68","5930","0","347","277","0"
"282","5000","0","1914","1.67","5827","0","336","278","0"
"283","5000","0","1907","1.66","5817","0","380","279","0"
"284","5000","0","1893","1.64","5692","0","360","280","0"
"285","5000","0","1893","1.64","5747","0","387","283","0"
"286","5000","0","1910","1.71","5905","0","360","285","0"
"287","5000","0","1917","1.66","5888","0","369","285","0"
"288","5000","0","1896","1.68","5870","0","349","285","0"
"289","5000","0","1898","1.66","5762","0","367","286","0"
"290","5000","0","1877","1.68","5763","0","359","286","0"
"291","5000","0","1886","1.66","5780","0","365","287","0"
"292","5000","0","1918","1.69","5885","0","352","289","0"
"293","5000","0","1894","1.67","5840","0","354","289","0"
"294","5000","0","1900","1.66","5807","0","371","292","0"
"295","5000","0","1906","1.68","5809","0","326","293","0"
"296","5000","0","1889","1.68","5862","0","350","293","0"
"297","5000","0","1883","1.66","5687","0","364","293","0"
"298","5000","0","1912","1.64","5794","0","348","295","0"
"299","5000","0","1910","1.65","5739","0","363","298","0"
"300","5000","0","1928","1.68","5914","0","334","299","0"
"301","5000","0","1923","1.7","5892","0","356","299","0"
"302","5000","0","1886","1.65","5685","0","353","299","0"
"303","5000","0","1890","1.69","5813","0","362","299","0"
"304","5000","0","1905","1.71","5900","0","364","299","0"
"305","5000","0","1896","1.69","5792","0","343","300","0"
"306","5000","0","1898","1.64","5741","0","369","301","0"
"307","5000","0","1867","1.65","5724","0","375","302","0"
"308","5000","0","1915","1.66","5849","0","368","302","0"
"309","5000","0","1888","1.66","5814","0","358","303","0"
"310","5000","0","1890","1.7","5794","0","340","303","0"
"311","5000","0","1901","1.67","5872","0","357","304","0"
"312","5000","0","1898","1.67","5856","0","351","307","0"
"313","5000","0","1924","1.68","5962","0","336","309","0"
"314","5000","0","1891","1.7","5840","0","354","309","0"
"315","5000","0","1893","1.68","5799","0","379","310","0"
"316","5000","0","1890","1.68","5851","0","357","310","0"
"317","5000","0","1908","1.66","5830","0","345","311","0"
"318","5000","0","1906","1.69","5935","0","364","313","0"
"319","5000","0","1909","1.69","5916","0","354","315","0"
"320","5000","0","1887","1.69","5804","0","365","315","0"
"321","5000","0","1923","1.66","5881","0","360","315","0"
"322","5000","0","1895","1.68","5820","0","359","315","0"
"323","5000","0","1914","1.68","5926","0","370","318","0"
"324","5000","0","1910","1.69","5915","0","363","319","0"
"325","5000","0","1882","1.61","5694","0","356","320","0"
"326","5000","0","1906","1.67","5815","0","371","321","0"
"327","5000","0","1903","1.65","5813","0","375","323","0"
"328","5000","0","1904","1.64","5757","0","376","323","0"
"329","5000","0","1893","1.65","5751","0","348","323","0"
"330","5000","0","1890","1.7","5837","0","370","324","0"
"331","5000","0","1889","1.72","5985","0","379","324","0"
"332","5000","0","1903","1.69","5935","0","388","326","0"
"333","5000","0","1891","1.69","5825","0","376","326","0"
"334","5000","0","1900","1.65","5740","0","338","326","0"
"335","5000","0","1930","1.71","5967","0","341","326","0"
"336","5000","0","1897","1.7","5877","0","335","327","0"
"337","5000","0","1878","1.67","5755","0","322","327","0"
"338","5000","0","1871","1.72","5856","0","367","329","0"
"339","5000","0","1888","1.72","5903","0","389","330","0"
"340","5000","0","1893","1.65","5730","0","353","330","0"
"341","5000","0","1908","1.68","5866","0","330","331","0"
"342","5000","0","1910","1.68","5828","0","337","331","0"
"343","5000","0","1914","1.63","5807","0","383","332","0"
"344","5000","0","1917","1.67","5838","0","353","333","0"
"345","5000","0","1892","1.64","5704","0","371","334","0"
"346","5000","0","1898","1.69","5860","0","351","337","0"
"347","5000","0","1915","1.66","5906","0","348","337","0"
"348","5000","0","1896","1.7","5805","0","320","338","0"
"349","5000","0","1938","1.67","5929","0","379","339","0"
"350","5000","0","1882","1.67","5792","0","359","340","0"
"351","5000","0","1889","1.68","5789","0","364","341","0"
"352","5000","0","1911","1.66","5856","0","358","345","0"
"353","5000","0","1918","1.65","5878","0","353","345","0"
"354","5000","0","1899","1.66","5820","0","348","345","0"
"355","5000","0","1889","1.68","5835","0","342","347","0"
"356","5000","0","1898","1.7","5857","0","364","348","0"
"357","5000","0","1907","1.71","5891","0","334","349","0"
"358","5000","0","1884","1.69","5843","0","370","350","0"
"359","5000","0","1910","1.68","5927","0","349","350","0"
"360","5000","0","1914","1.69","5931","0","351","350","0"
"361","5000","0","1908","1.69","5844","0","321","350","0"
"362","5000","0","1921","1.68","5881","0","377","351","0"
"363","5000","0","1891","1.66","5816","0","352","353","0"
"364","5000","0","1924","1.64","5841","0","353","353","0"
