"Time","# Players","Strategy 0","Strategy 1","Told To Move","Games Played","Avg. Payoff","Energy Given","Births","Movements Made","No Space To Move","Deaths","Energy Removed"
"68","1111","416","695","0","432","1.3","999","9","211","121","1","551.5"
"69","1116","421","695","0","431","1.21","1030","11","217","121","6","555.5"
"70","1127","425","702","0","432","1.33","1052","12","218","121","1","558"
"71","1132","426","706","0","437","1.19","1024","7","220","121","2","563.5"
"72","1147","428","719","0","439","1.33","1027","16","217","121","1","566"
"73","1151","428","723","0","451","1.31","1041","9","212","121","5","573.5"
"74","1159","433","726","0","446","1.25","1012","10","208","121","2","575.5"
"75","1168","437","731","0","445","1.34","1032","13","220","121","4","579.5"
"76","1180","441","739","0","450","1.3","1027","12","218","121","0","584"
"77","1190","446","744","0","454","1.37","1051","14","235","121","4","590"
"78","1205","455","750","0","447","1.26","1043","15","254","121","0","595"
"79","1217","461","756","0","462","1.28","1089","14","233","121","2","602.5"
"80","1222","462","760","0","466","1.2","1064","5","244","121","0","608.5"
"81","1232","467","765","0","473","1.26","1105","13","225","121","3","611"
"82","1245","470","775","0","477","1.24","1094","14","252","121","1","616"
"83","1256","474","782","0","481","1.3","1138","15","236","121","4","622.5"
"84","1266","481","785","0","484","1.33","1157","10","236","121","0","628"
"85","1274","485","789","0","477","1.33","1124","12","251","121","4","633"
"86","1287","493","794","0","488","1.37","1194","14","242","121","1","637"
"87","1300","498","802","0","495","1.28","1133","15","228","121","2","643.5"
"88","1305","501","804","0","497","1.29","1176","5","240","121","0","650"
"89","1319","504","815","0","506","1.31","1242","15","242","121","1","652.5"
"90","1330","508","822","0","513","1.33","1246","12","247","121","1","659.5"
"91","1339","512","827","0","519","1.33","1245","12","242","121","3","665"
"92","1350","516","834","0","506","1.33","1254","13","237","121","2","669.5"
"93","1357","518","839","0","521","1.34","1260","12","252","121","5","675"
"94","1372","522","850","0","514","1.25","1204","16","277","121","1","678.5"
"95","1374","523","851","0","524","1.33","1272","7","257","121","5","686"
"96","1384","524","860","0","513","1.31","1264","11","280","121","1","687"
"97","1396","531","865","0","530","1.35","1300","15","267","121","3","692"
"98","1403","535","868","0","523","1.32","1244","8","279","121","1","698"
"99","1416","541","875","0","530","1.38","1302","17","264","121","4","701.5"
"100","1427","547","880","0","537","1.36","1341","11","267","121","0","708"
"101","1436","552","884","0","545","1.39","1341","16","271","121","7","713.5"
"102","1445","556","889","0","549","1.39","1388","10","253","121","1","718"
"103","1459","563","896","0","554","1.44","1426","17","252","121","3","722.5"
"104","1469","572","897","0","576","1.39","1434","11","238","121","1","729.5"
"105","1480","571","909","0","561","1.4","1409","17","257","121","6","734.5"
"106","1495","577","918","0","571","1.43","1439","15","258","121","0","740"
"107","1510","583","927","0","574","1.35","1439","24","249","121","9","747.5"
"108","1523","590","933","0","587","1.4","1382","13","249","121","0","755"
"109","1533","594","939","0","587","1.46","1404","12","267","121","2","761.5"
"110","1545","597","948","0","578","1.32","1366","13","281","121","1","766.5"
"111","1556","600","956","0","584","1.35","1395","15","264","121","4","772.5"
"112","1575","606","969","0","596","1.47","1483","19","266","121","0","778"
"113","1582","607","975","0","603","1.35","1481","8","279","121","1","787.5"
"114","1592","611","981","0","601","1.27","1413","10","264","121","0","791"
"115","1603","617","986","0","618","1.36","1524","12","258","121","1","796"
"116","1610","618","992","0","614","1.35","1534","10","269","121","3","801.5"
"117","1621","620","1001","0","624","1.34","1500","11","249","121","0","805"
"118","1636","626","1010","0","622","1.33","1497","17","262","121","2","810.5"
"119","1648","629","1019","0","630","1.39","1457","14","274","121","2","818"
"120","1665","633","1032","0","641","1.31","1524","19","275","121","2","824"
"121","1679","636","1043","0","647","1.34","1564","19","265","121","5","832.5"
"122","1693","640","1053","0","645","1.35","1562","16","272","121","2","839.5"
"123","1698","640","1058","0","646","1.35","1530","12","291","121","7","846.5"
"124","1709","646","1063","0","648","1.34","1530","13","266","121","2","849"
"125","1719","650","1069","0","661","1.31","1523","17","270","121","7","854.5"
"126","1729","654","1075","0","656","1.37","1540","12","277","121","2","859.5"
"127","1739","659","1080","0","674","1.39","1613","16","268","121","6","864.5"
"128","1749","664","1085","0","658","1.36","1560","12","293","121","2","869.5"
"129","1761","671","1090","0","681","1.39","1629","19","270","121","7","874.5"
"130","1773","674","1099","0","668","1.39","1597","17","294","121","5","880.5"
"131","1787","683","1104","0","676","1.37","1664","19","300","122","5","886.5"
"132","1798","687","1111","0","680","1.44","1696","13","286","122","2","893.5"
"133","1815","696","1119","0","690","1.37","1656","20","297","122","3","899"
"134","1837","703","1134","0","699","1.36","1682","23","278","122","1","907.5"
"135","1847","710","1137","0","707","1.43","1731","18","282","123","8","918.5"
"136","1858","713","1145","0","707","1.35","1684","12","303","124","1","923.5"
"137","1877","719","1158","0","711","1.37","1712","22","286","125","3","929"
"138","1890","725","1165","0","724","1.43","1762","15","284","125","2","938.5"
"139","1903","733","1170","0","721","1.42","1747","20","296","126","7","945"
"140","1913","741","1172","0","729","1.37","1786","12","278","126","2","951.5"
"141","1924","746","1178","0","745","1.46","1843","15","252","127","4","956.5"
"142","1943","753","1190","0","743","1.39","1749","22","264","127","3","962"
"143","1955","758","1197","0","750","1.38","1823","17","273","127","5","971.5"
"144","1965","762","1203","0","748","1.34","1819","11","286","128","1","977.5"
"145","1968","760","1208","0","753","1.41","1792","12","269","128","9","982.5"
"146","1988","768","1220","0","762","1.37","1889","26","275","128","6","984"
"147","2006","772","1234","0","770","1.36","1835","21","288","128","3","994"
"148","2023","777","1246","0","770","1.4","1816","20","297","128","3","1003"
"149","2034","781","1253","0","778","1.47","1926","19","277","128","8","1011.5"
"150","2049","783","1266","0","783","1.39","1899","16","270","129","1","1017"
"151","2058","789","1269","0","785","1.42","1910","17","299","129","8","1024.5"
"152","2065","792","1273","0","792","1.42","1879","11","282","129","4","1029"
"153","2074","796","1278","0","784","1.4","1898","15","280","129","6","1032.5"
"154","2089","799","1290","0","793","1.38","1950","19","297","129","4","1037"
"155","2098","806","1292","0","805","1.37","1909","17","279","129","8","1044.5"
"156","2110","812","1298","0","807","1.45","1991","15","290","129","3","1049"
"157","2122","818","1304","0","813","1.41","1933","19","280","129","7","1055"
"158","2143","827","1316","0","810","1.37","1923","23","275","131","2","1061"
"159","2160","831","1329","0","817","1.43","1979","19","282","134","2","1071.5"
"160","2173","833","1340","0","828","1.43","1990","17","295","134","4","1080"
"161","2193","845","1348","0","842","1.38","2032","23","288","136","3","1086.5"
"162","2208","851","1357","0","846","1.45","2028","19","272","136","4","1096.5"
"163","2222","859","1363","0","840","1.4","2016","22","297","137","8","1104"
"164","2234","859","1375","0","848","1.43","2112","13","292","138","1","1111"
"165","2252","860","1392","0","844","1.39","2009","20","295","138","2","1117"
"166","2269","867","1402","0","863","1.35","2059","21","259","138","4","1126"
"167","2277","867","1410","0","869","1.42","2056","17","273","139","9","1134.5"
"168","2297","869","1428","0","873","1.39","2119","22","284","141","2","1138.5"
"169","2314","875","1439","0","876","1.35","2150","25","282","143","8","1148.5"
"170","2329","884","1445","0","877","1.37","2129","18","288","144","3","1157"
"171","2344","888","1456","0","895","1.36","2116","20","287","145","5","1164.5"
"172","2362","897","1465","0","883","1.37","2068","19","292","146","1","1172"
"173","2375","898","1477","0","900","1.37","2133","19","303","146","6","1181"
"174","2390","901","1489","0","901","1.36","2103","20","306","149","5","1187.5"
"175","2401","906","1495","0","897","1.43","2175","17","322","150","6","1195"
"176","2416","908","1508","0","915","1.39","2156","18","293","150","3","1200.5"
"177","2432","916","1516","0","899","1.4","2174","19","315","153","3","1208"
"178","2439","919","1520","0","907","1.4","2134","9","324","155","2","1216"
"179","2444","919","1525","0","919","1.41","2213","15","301","158","10","1219.5"
"180","2458","922","1536","0","927","1.38","2216","20","289","160","6","1222"
"181","2470","924","1546","0","944","1.31","2153","17","286","161","5","1229"
"182","2479","926","1553","0","958","1.36","2229","10","270","163","1","1235"
"183","2481","924","1557","0","948","1.38","2259","8","302","165","6","1239.5"
"184","2495","927","1568","0","949","1.38","2192","18","298","165","4","1240.5"
"185","2508","934","1574","0","944","1.35","2260","19","309","168","6","1247.5"
"186","2521","935","1586","0","952","1.39","2260","18","287","169","5","1254"
"187","2529","933","1596","0","952","1.38","2265","16","274","170","8","1260.5"
"188","2543","939","1604","0","972","1.39","2284","16","287","172","2","1264.5"
"189","2555","942","1613","0","967","1.37","2268","17","290","177","5","1271.5"
"190","2562","943","1619","0","981","1.33","2262","12","263","180","5","1277.5"
"191","2572","945","1627","0","977","1.38","2309","19","295","183","9","1281"
"192","2584","946","1638","0","977","1.33","2258","18","283","184","6","1286"
"193","2598","953","1645","0","983","1.35","2331","18","301","186","4","1292"
"194","2605","957","1648","0","989","1.36","2369","11","289","188","4","1299"
"195","2633","966","1667","0","998","1.3","2265","31","281","189","3","1302.5"
"196","2649","971","1678","0","997","1.28","2231","17","275","191","1","1316.5"
"197","2653","973","1680","0","985","1.33","2281","11","317","192","7","1324.5"
"198","2663","973","1690","0","1005","1.33","2254","16","295","196","6","1326.5"
"199","2681","980","1701","0","1009","1.33","2335","25","278","196","7","1331.5"
"200","2696","985","1711","0","1030","1.34","2445","18","289","198","3","1340.5"
"201","2710","987","1723","0","1029","1.4","2427","19","302","200","5","1348"
"202","2727","989","1738","0","1024","1.34","2357","21","273","204","4","1355"
"203","2738","993","1745","0","1037","1.31","2312","13","277","206","2","1363.5"
"204","2744","993","1751","0","1022","1.32","2363","12","299","206","6","1369"
"205","2758","993","1765","0","1048","1.33","2423","20","299","207","6","1372"
"206","2772","997","1775","0","1051","1.34","2393","16","282","210","2","1379"
"207","2784","999","1785","0","1058","1.34","2421","21","280","212","9","1386"
"208","2793","1000","1793","0","1045","1.32","2313","12","303","215","3","1392"
"209","2803","1001","1802","0","1066","1.33","2380","16","299","217","6","1396.5"
"210","2813","1002","1811","0","1074","1.25","2390","12","275","220","2","1401.5"
"211","2821","1005","1816","0","1067","1.32","2433","13","284","223","5","1406.5"
"212","2828","1006","1822","0","1068","1.31","2448","10","300","223","3","1410.5"
"213","2838","1009","1829","0","1079","1.33","2425","14","280","226","4","1414"
"214","2852","1013","1839","0","1067","1.3","2403","17","276","226","3","1419"
"215","2868","1013","1855","0","1079","1.31","2404","23","276","228","7","1426"
"216","2884","1016","1868","0","1100","1.28","2419","18","258","231","2","1434"
"217","2897","1020","1877","0","1099","1.3","2501","23","291","232","10","1442"
"218","2913","1022","1891","0","1104","1.27","2432","18","283","236","2","1448.5"
"219","2927","1024","1903","0","1123","1.26","2474","21","254","238","7","1456.5"
"220","2947","1024","1923","0","1119","1.29","2457","26","258","243","6","1463.5"
"221","2953","1029","1924","0","1110","1.25","2375","13","281","244","7","1473.5"
"222","2959","1025","1934","0","1137","1.29","2543","15","295","251","9","1476.5"
"223","2965","1025","1940","0","1106","1.24","2336","10","289","254","4","1479.5"
"224","2976","1025","1951","0","1151","1.26","2497","15","254","256","4","1482.5"
"225","2985","1027","1958","0","1136","1.25","2422","15","264","262","6","1488"
"226","3006","1033","1973","0","1142","1.24","2474","24","283","266","3","1492.5"
"227","3010","1032","1978","0","1140","1.23","2432","15","260","270","11","1503"
"228","3027","1036","1991","0","1144","1.25","2503","22","265","273","5","1505"
"229","3035","1035","2000","0","1165","1.27","2544","17","247","281","9","1513.5"
"230","3046","1033","2013","0","1152","1.28","2490","15","266","286","4","1517.5"
"231","3051","1035","2016","0","1151","1.23","2452","8","253","292","3","1523"
"232","3065","1037","2028","0","1147","1.26","2485","17","263","296","3","1525.5"
"233","3067","1035","2032","0","1163","1.22","2430","11","259","298","9","1532.5"
"234","3067","1029","2038","0","1166","1.23","2468","11","247","298","11","1533.5"
"235","3068","1027","2041","0","1166","1.2","2396","12","274","305","11","1533.5"
"236","3071","1025","2046","0","1157","1.19","2384","10","275","306","7","1534"
"237","3067","1025","2042","0","1159","1.24","2498","7","271","308","11","1535.5"
"238","3073","1023","2050","0","1189","1.18","2456","14","256","313","8","1533.5"
"239","3087","1025","2062","0","1182","1.22","2451","22","245","316","8","1536.5"
"240","3087","1021","2066","0","1174","1.15","2370","7","253","319","7","1543.5"
"241","3090","1019","2071","0","1176","1.21","2413","12","261","320","9","1543.5"
"242","3106","1019","2087","0","1185","1.22","2493","19","257","323","3","1545"
"243","3104","1017","2087","0","1178","1.24","2503","7","270","325","9","1553"
"244","3118","1019","2099","0","1195","1.18","2484","19","253","330","5","1552"
"245","3129","1022","2107","0","1191","1.2","2461","17","258","335","6","1559"
"246","3132","1021","2111","0","1194","1.2","2445","12","238","339","9","1564.5"
"247","3143","1025","2118","0","1196","1.18","2371","19","269","341","8","1566"
"248","3142","1022","2120","0","1208","1.17","2422","7","274","345","8","1571.5"
"249","3142","1018","2124","0","1194","1.16","2397","11","273","351","11","1571"
"250","3141","1010","2131","0","1173","1.16","2342","11","256","357","12","1571"
"251","3146","1009","2137","0","1199","1.15","2362","12","276","360","7","1570.5"
"252","3157","1010","2147","0","1196","1.19","2431","13","279","364","2","1573"
"253","3165","1010","2155","0","1193","1.17","2379","12","268","367","4","1578.5"
"254","3173","1011","2162","0","1205","1.17","2414","13","242","373","5","1582.5"
"255","3179","1014","2165","0","1215","1.2","2465","13","255","377","7","1586.5"
"256","3186","1013","2173","0","1199","1.16","2434","16","265","380","9","1589.5"
"257","3184","1007","2177","0","1210","1.18","2413","8","267","381","10","1593"
"258","3188","1007","2181","0","1196","1.12","2305","9","268","382","5","1592"
"259","3194","1007","2187","0","1192","1.14","2381","14","297","385","8","1594"
"260","3199","1010","2189","0","1211","1.16","2406","12","283","389","7","1597"
"261","3206","1008","2198","0","1196","1.15","2334","15","263","390","8","1599.5"
"262","3211","1006","2205","0","1207","1.15","2372","8","284","391","3","1603"
"263","3210","1005","2205","0","1224","1.12","2350","9","266","394","10","1605.5"
"264","3215","1007","2208","0","1214","1.12","2364","9","242","394","4","1605"
"265","3220","1001","2219","0","1215","1.15","2428","20","282","398","15","1607.5"
"266","3222","998","2224","0","1241","1.11","2384","9","245","402","7","1610"
"267","3228","998","2230","0","1215","1.14","2335","8","260","408","2","1611"
"268","3230","994","2236","0","1216","1.14","2388","8","245","411","6","1614"
"269","3237","996","2241","0","1214","1.12","2353","13","260","415","6","1615"
"270","3241","997","2244","0","1215","1.09","2310","8","250","420","4","1618.5"
"271","3243","994","2249","0","1231","1.11","2337","16","250","423","14","1620.5"
"272","3248","990","2258","0","1243","1.14","2430","12","246","428","7","1621.5"
"273","3235","981","2254","0","1215","1.07","2324","4","268","431","17","1624"
"274","3235","979","2256","0","1237","1.09","2289","8","244","434","8","1617.5"
"275","3238","980","2258","0","1225","1.06","2217","12","255","437","9","1617.5"
"276","3246","978","2268","0","1234","1.08","2291","17","246","444","9","1619"
"277","3242","976","2266","0","1219","1.09","2274","8","238","449","12","1623"
"278","3247","974","2273","0","1230","1.09","2301","11","258","453","6","1621"
"279","3251","972","2279","0","1255","1.1","2348","11","247","459","7","1623.5"
"280","3255","975","2280","0","1243","1.09","2295","13","235","461","9","1625.5"
"281","3259","972","2287","0","1241","1.09","2312","13","231","466","9","1627.5"
"282","3265","977","2288","0","1240","1.05","2283","11","242","467","5","1629.5"
"283","3268","978","2290","0","1242","1.05","2270","14","234","472","11","1632.5"
"284","3276","978","2298","0","1253","1.05","2242","11","250","476","3","1634"
"285","3279","973","2306","0","1252","1.09","2343","13","244","480","10","1638"
"286","3285","974","2311","0","1234","1.06","2261","9","247","485","3","1639.5"
"287","3285","975","2310","0","1245","1.09","2314","9","268","489","9","1642.5"
"288","3290","972","2318","0","1259","1.12","2440","14","254","494","9","1642.5"
"289","3299","972","2327","0","1262","1.07","2284","12","242","497","3","1645"
"290","3299","967","2332","0","1240","1.06","2231","9","225","500","9","1649.5"
"291","3293","963","2330","0","1272","1.07","2302","10","251","504","16","1649.5"
"292","3299","963","2336","0","1249","1.08","2314","10","238","508","4","1646.5"
"293","3300","962","2338","0","1258","1.08","2331","4","225","509","3","1649.5"
"294","3295","960","2335","0","1280","1.08","2328","5","211","514","10","1650"
"295","3289","956","2333","0","1250","1.04","2241","7","230","518","13","1647.5"
"296","3297","957","2340","0","1235","1.06","2239","11","239","524","3","1644.5"
"297","3297","955","2342","0","1249","1.04","2237","11","249","525","11","1648.5"
"298","3301","952","2349","0","1238","1.06","2201","9","248","528","5","1648.5"
"299","3294","951","2343","0","1254","1.03","2204","4","249","532","11","1650.5"
"300","3291","950","2341","0","1245","1.04","2198","6","254","537","9","1647"
"301","3289","946","2343","0","1244","1.04","2214","8","240","540","10","1645.5"
"302","3292","945","2347","0","1242","1.06","2242","8","237","544","5","1644.5"
"303","3299","946","2353","0","1237","1.06","2210","14","256","548","7","1646"
"304","3299","947","2352","0","1264","1.06","2268","8","256","551","8","1649.5"
"305","3302","948","2354","0","1265","1.09","2290","5","242","555","2","1649.5"
"306","3303","947","2356","0","1232","1.06","2172","5","251","559","4","1651"
"307","3303","949","2354","0","1254","1.06","2262","11","232","565","11","1651.5"
"308","3302","948","2354","0","1255","1.06","2263","7","255","569","8","1651.5"
"309","3295","947","2348","0","1262","1.06","2282","5","231","571","12","1651"
"310","3300","944","2356","0","1277","1.07","2330","12","234","578","7","1647.5"
"311","3310","946","2364","0","1265","1.03","2219","17","221","582","7","1650"
"312","3308","944","2364","0","1254","1.06","2260","10","236","584","12","1655"
"313","3313","942","2371","0","1258","1.03","2200","14","263","588","9","1654"
"314","3311","939","2372","0","1258","1.02","2152","5","246","591","7","1656.5"
"315","3309","940","2369","0","1246","1.02","2177","6","225","596","8","1655.5"
"316","3301","936","2365","0","1282","1.05","2335","4","229","603","12","1654.5"
"317","3291","933","2358","0","1264","1","2141","4","241","606","14","1650.5"
"318","3295","935","2360","0","1256","1.02","2166","11","230","609","7","1645.5"
"319","3298","935","2363","0","1248","1.02","2184","14","226","611","11","1647.5"
"320","3301","938","2363","0","1258","1.02","2196","8","218","613","5","1649"
"321","3298","936","2362","0","1263","1.01","2112","9","203","617","12","1650.5"
"322","3304","939","2365","0","1260","1.03","2193","12","221","625","6","1649"
"323","3302","936","2366","0","1249","1.04","2235","7","228","627","9","1652"
"324","3300","938","2362","0","1252","1.02","2168","9","234","631","11","1651"
"325","3288","933","2355","0","1263","1.04","2235","5","229","637","17","1650"
"326","3291","930","2361","0","1261","1.01","2167","9","217","642","6","1644"
"327","3289","931","2358","0","1237","1.01","2099","9","217","643","11","1645.5"
"328","3287","927","2360","0","1265","1.02","2178","10","219","647","12","1644.5"
"329","3282","923","2359","0","1253","1.01","2161","4","207","651","9","1643.5"
"330","3285","926","2359","0","1246","1.02","2150","11","228","653","8","1641"
"331","3275","925","2350","0","1246","1.03","2155","5","212","656","15","1642.5"
"332","3267","923","2344","0","1245","1.03","2223","8","223","657","16","1637.5"
"333","3269","925","2344","0","1226","0.99","2055","9","243","662","7","1633.5"
"334","3265","922","2343","0","1245","1.05","2180","6","244","665","10","1634.5"
"335","3266","922","2344","0","1240","1","2132","7","210","670","6","1632.5"
"336","3267","921","2346","0","1243","1","2144","6","206","678","5","1633"
"337","3269","921","2348","0","1249","1","2156","10","211","683","8","1633.5"
"338","3264","918","2346","0","1234","1.04","2184","7","222","689","12","1634.5"
"339","3257","917","2340","0","1249","1","2137","5","213","691","12","1632"
"340","3257","918","2339","0","1250","1.01","2112","5","198","696","5","1628.5"
"341","3243","915","2328","0","1235","1.01","2146","4","212","698","18","1628.5"
"342","3235","913","2322","0","1240","1.03","2201","5","213","699","13","1621.5"
"343","3225","910","2315","0","1220","1.01","2090","8","227","705","18","1617.5"
"344","3221","908","2313","0","1227","1.06","2199","11","228","706","15","1612.5"
"345","3219","905","2314","0","1218","0.97","2052","9","222","709","11","1610.5"
"346","3221","904","2317","0","1226","1.01","2088","10","216","712","8","1609.5"
"347","3220","903","2317","0","1225","0.96","2028","8","225","715","9","1610.5"
"348","3216","902","2314","0","1216","0.99","2021","6","241","720","10","1610"
"349","3208","902","2306","0","1222","1","2106","7","246","724","15","1608"
"350","3201","900","2301","0","1202","1.01","2106","6","248","727","13","1604"
"351","3188","900","2288","0","1221","1.01","2095","12","244","734","25","1600.5"
"352","3185","896","2289","0","1208","1","2039","6","237","736","9","1594"
"353","3179","895","2284","0","1164","1.02","1975","8","251","740","14","1592.5"
"354","3174","895","2279","0","1209","1.02","2071","8","219","743","13","1589.5"
"355","3173","896","2277","0","1193","1.02","2064","9","248","746","10","1587"
"356","3176","897","2279","0","1194","1.02","2072","10","224","751","7","1586.5"
"357","3175","895","2280","0","1219","1.05","2165","6","230","754","7","1588"
"358","3176","897","2279","0","1211","1.03","2094","11","213","760","10","1587.5"
"359","3173","898","2275","0","1218","1","2075","8","226","763","11","1588"
"360","3176","896","2280","0","1221","1.03","2138","11","233","767","8","1586.5"
"361","3162","893","2269","0","1209","1","2019","5","216","771","19","1588"
"362","3160","892","2268","0","1204","1.04","2156","9","234","780","11","1581"
"363","3152","892","2260","0","1190","1.03","2102","10","221","785","18","1580"
"364","3145","891","2254","0","1196","1","2051","2","236","791","9","1576"
"365","3138","893","2245","0","1183","1.04","2075","8","246","794","15","1572.5"
"366","3137","894","2243","0","1180","1","2001","9","246","795","10","1569"
"367","3139","891","2248","0","1176","1.07","2123","14","226","798","12","1568.5"
"368","3125","887","2238","0","1187","1.02","2004","6","225","801","20","1569.5"
