"Time","# Players","Told To Move","Games Played","Avg. Payoff","Energy Given","Births","Movements Made","No Space To Move","Energy Removed","Deaths"
"132","232","0","73","2.52","372","1","82","0","351","3"
"133","232","0","75","2.52","372","3","80","0","348","3"
"134","233","0","75","2.49","374","2","82","0","348","1"
"135","234","0","76","2.7","383","2","81","0","349.5","1"
"136","234","0","77","2.45","396","2","78","0","351","2"
"137","233","0","80","2.7","410","1","75","0","351","2"
"138","232","0","78","2.58","405","1","75","0","349.5","2"
"139","232","0","75","2.73","394","1","78","0","348","1"
"140","232","0","76","2.61","392","2","78","0","348","2"
"141","232","0","79","2.65","411","1","74","0","348","1"
"142","235","0","78","2.65","413","3","76","0","348","0"
"143","235","0","80","2.64","430","1","75","0","352.5","1"
"144","234","0","78","2.71","419","3","76","0","352.5","4"
"145","238","0","81","2.7","441","4","70","0","351","0"
"146","238","0","83","2.85","451","2","72","0","357","2"
"147","236","0","85","2.79","466","0","66","0","357","2"
"148","240","0","86","2.62","469","4","64","0","354","0"
"149","244","0","86","2.79","466","4","67","0","360","0"
"150","245","0","85","2.71","464","1","70","0","366","0"
"151","245","0","86","3.01","478","2","71","0","367.5","2"
"152","243","0","84","2.69","462","0","71","0","367.5","2"
"153","242","0","89","2.6","482","4","63","0","364.5","5"
"154","244","0","89","2.74","475","4","62","0","363","2"
"155","245","0","88","2.83","479","2","60","0","366","1"
"156","248","0","92","2.67","495","3","57","0","367.5","0"
"157","253","0","92","2.69","491","5","62","0","372","0"
"158","250","0","95","2.63","510","1","62","0","379.5","4"
"159","256","0","92","2.72","492","6","63","0","375","0"
"160","257","0","95","2.67","496","2","63","0","384","1"
"161","258","0","92","2.83","492","2","70","0","385.5","1"
"162","259","0","90","2.78","487","3","71","0","387","2"
"163","255","0","92","2.86","496","0","73","0","388.5","4"
"164","256","0","90","2.85","492","3","70","0","382.5","2"
"165","258","0","90","2.87","503","3","74","0","384","1"
"166","262","0","92","2.87","501","4","71","0","387","0"
"167","265","0","96","2.84","526","4","68","0","393","1"
"168","270","0","92","2.78","512","6","79","0","397.5","1"
"169","273","0","91","2.9","514","3","76","0","405","0"
"170","274","0","94","2.7","513","1","84","0","409.5","0"
"171","276","0","95","2.83","533","2","80","0","411","0"
"172","273","0","91","2.73","497","0","87","0","414","3"
"173","274","0","92","2.76","490","1","87","0","409.5","0"
"174","272","0","90","2.77","492","1","91","0","411","3"
"175","275","0","92","2.88","502","5","85","0","408","2"
"176","275","0","92","2.84","507","1","88","0","412.5","1"
"177","274","0","92","2.79","497","0","86","0","412.5","1"
"178","276","0","91","2.74","504","3","87","0","411","1"
"179","278","0","93","2.9","502","3","85","0","414","1"
"180","281","0","95","2.82","529","4","88","0","417","1"
"181","284","0","95","2.72","515","4","89","0","421.5","1"
"182","285","0","92","2.77","500","2","94","0","426","1"
"183","289","0","99","2.85","547","4","86","0","427.5","0"
"184","291","0","99","2.77","548","4","87","0","433.5","2"
"185","296","0","96","2.94","537","5","90","0","436.5","0"
"186","299","0","98","2.91","544","3","94","0","444","0"
"187","298","0","104","2.85","580","1","90","0","448.5","2"
"188","297","0","98","2.84","557","2","98","0","447","3"
"189","299","0","98","2.91","545","3","90","0","445.5","1"
"190","300","0","99","2.85","551","3","92","0","448.5","2"
"191","301","0","99","2.84","543","2","95","0","450","1"
"192","304","0","99","2.79","553","3","94","0","451.5","0"
"193","308","0","101","2.88","579","4","98","0","456","0"
"194","313","0","101","2.87","568","5","97","0","462","0"
"195","314","0","104","2.92","581","2","97","0","469.5","1"
"196","315","0","106","2.8","580","3","96","0","471","2"
"197","316","0","105","2.83","585","1","103","0","472.5","0"
"198","319","0","104","2.87","584","3","103","0","474","0"
"199","321","0","109","2.92","609","2","102","0","478.5","0"
"200","321","0","110","2.93","617","3","95","0","481.5","3"
"201","321","0","106","2.87","604","0","94","0","481.5","0"
"202","325","0","105","2.9","599","5","102","0","481.5","1"
"203","329","0","112","2.8","622","4","96","0","487.5","0"
"204","331","0","111","2.88","636","2","100","0","493.5","0"
"205","332","0","113","2.88","644","1","94","0","496.5","0"
"206","332","0","116","2.94","647","0","87","0","498","0"
"207","334","0","117","2.87","666","3","89","0","498","1"
"208","332","0","124","2.87","692","0","80","0","501","2"
"209","337","0","126","2.95","712","5","77","0","498","0"
"210","343","0","123","2.87","697","7","81","0","505.5","1"
"211","346","0","124","2.94","703","5","84","0","514.5","2"
"212","349","0","124","2.84","706","4","82","0","519","1"
"213","350","0","127","2.94","707","1","90","0","523.5","0"
"214","352","0","130","2.79","718","3","85","0","525","1"
"215","353","0","128","2.92","710","2","88","0","528","1"
"216","350","0","130","2.8","725","0","87","0","529.5","3"
"217","351","0","124","2.89","710","2","85","0","525","1"
"218","352","0","125","2.81","707","3","87","0","526.5","2"
"219","356","0","130","2.9","735","4","78","0","528","0"
"220","360","0","129","2.94","736","5","89","0","534","1"
"221","363","0","132","2.94","749","4","94","0","540","1"
"222","360","0","135","2.96","762","0","88","0","544.5","3"
"223","364","0","129","2.82","738","4","90","0","540","0"
"224","367","0","132","2.92","734","4","88","0","546","1"
"225","369","0","136","2.93","777","3","84","0","550.5","1"
"226","376","0","134","2.92","772","7","83","0","553.5","0"
"227","380","0","136","2.89","777","4","88","0","564","0"
"228","385","0","135","2.93","764","5","97","0","570","0"
"229","394","0","132","2.93","764","9","107","0","577.5","0"
"230","398","0","138","2.94","796","5","109","0","591","1"
"231","398","0","138","2.89","783","3","111","0","597","3"
"232","402","0","142","2.91","807","4","102","0","597","0"
"233","408","0","142","2.9","811","7","101","0","603","1"
"234","409","0","139","2.92","814","2","109","0","612","1"
"235","413","0","143","2.91","795","5","112","0","613.5","1"
"236","416","0","143","2.91","820","3","120","0","619.5","0"
"237","423","0","142","2.9","812","7","121","0","624","0"
"238","427","0","142","2.94","815","4","119","0","634.5","0"
"239","430","0","147","2.9","831","4","125","0","640.5","1"
"240","433","0","142","2.92","821","3","122","0","645","0"
"241","435","0","150","2.93","843","3","119","0","649.5","1"
"242","436","0","149","2.92","844","3","124","0","652.5","2"
"243","440","0","148","2.97","852","4","123","0","654","0"
"244","445","0","153","2.9","875","6","121","0","660","1"
"245","449","0","153","2.89","869","5","120","0","667.5","1"
"246","455","0","155","2.89","881","7","122","0","673.5","1"
"247","459","0","154","2.85","882","5","120","0","682.5","1"
"248","462","0","163","2.89","927","3","126","0","688.5","0"
"249","469","0","166","2.95","943","8","120","0","693","1"
"250","469","0","162","2.93","933","1","125","0","703.5","1"
"251","471","0","168","2.96","953","2","119","0","703.5","0"
"252","473","0","169","2.87","967","3","114","0","706.5","1"
"253","473","0","176","2.89","1014","3","106","0","709.5","3"
"254","477","0","175","2.95","988","5","105","0","709.5","1"
"255","482","0","175","2.97","1008","6","105","0","715.5","1"
"256","484","0","175","2.94","984","5","117","0","723","3"
"257","488","0","172","2.93","979","4","120","0","726","0"
"258","494","0","173","2.9","986","6","120","0","732","0"
"259","495","0","174","2.97","998","2","131","0","741","1"
"260","500","0","175","2.94","1009","6","131","0","742.5","1"
"261","505","0","180","2.95","1036","5","129","0","750","0"
"262","514","0","173","2.94","991","10","139","0","757.5","1"
"263","521","0","183","2.87","1041","8","131","0","771","1"
"264","524","0","191","2.93","1095","4","118","0","781.5","1"
"265","527","0","190","2.92","1095","5","130","0","786","2"
"266","532","0","190","2.93","1102","5","125","0","790.5","0"
"267","535","0","196","2.96","1137","3","127","0","798","0"
"268","537","0","190","2.89","1089","3","134","0","802.5","1"
"269","535","0","193","2.94","1104","2","135","0","805.5","4"
"270","542","0","193","2.94","1089","7","132","0","802.5","0"
"271","552","0","195","2.88","1100","10","141","0","813","0"
"272","558","0","195","2.88","1102","6","142","0","828","0"
"273","560","0","197","2.94","1124","2","148","0","837","0"
"274","559","0","201","2.86","1125","2","138","0","840","3"
"275","564","0","197","2.87","1100","5","146","0","838.5","0"
"276","569","0","194","2.9","1092","5","153","0","846","0"
"277","576","0","202","2.94","1140","8","150","0","853.5","1"
"278","580","0","198","2.92","1124","4","147","0","864","0"
"279","582","0","205","2.93","1169","4","139","0","870","2"
"280","587","0","212","2.89","1185","7","139","0","873","2"
"281","590","0","217","2.88","1228","5","133","0","880.5","2"
"282","598","0","219","2.92","1231","10","129","0","885","2"
"283","603","0","221","2.88","1252","8","134","0","897","3"
"284","606","0","222","2.89","1271","4","131","0","904.5","1"
"285","610","0","223","2.93","1254","5","136","0","909","1"
"286","617","0","218","2.94","1247","8","145","0","915","1"
"287","623","0","224","2.9","1254","6","142","0","925.5","0"
"288","630","0","225","2.91","1276","7","147","0","934.5","0"
"289","634","0","230","2.86","1287","6","141","0","945","2"
"290","639","0","232","2.93","1287","5","147","0","951","0"
"291","644","0","238","2.92","1346","5","147","0","958.5","0"
"292","649","0","237","2.88","1317","6","138","0","966","1"
"293","651","0","242","2.92","1348","3","136","0","973.5","1"
"294","661","0","235","2.88","1309","11","151","0","976.5","1"
"295","671","0","243","2.92","1350","10","154","0","991.5","0"
"296","674","0","249","2.89","1418","4","145","0","1006.5","1"
"297","679","0","253","2.92","1406","7","145","0","1011","2"
"298","685","0","254","2.9","1430","8","145","0","1018.5","2"
"299","690","0","256","2.9","1416","5","151","0","1027.5","0"
"300","696","0","255","2.89","1435","7","153","0","1035","1"
"301","700","0","253","2.91","1420","5","155","0","1044","1"
"302","704","0","248","2.89","1378","6","166","0","1050","2"
"303","707","0","259","2.95","1482","4","154","0","1056","1"
"304","707","0","267","2.93","1505","0","146","0","1060.5","0"
"305","714","0","265","2.91","1528","7","145","0","1060.5","0"
"306","722","0","263","2.93","1482","8","151","0","1071","0"
"307","727","0","267","2.97","1514","6","156","0","1083","1"
"308","735","0","272","2.95","1535","10","151","0","1090.5","2"
"309","738","0","270","2.97","1543","4","161","0","1102.5","1"
"310","744","0","271","2.95","1554","7","164","0","1107","1"
"311","753","0","267","2.91","1527","9","170","0","1116","0"
"312","759","0","280","2.93","1563","6","157","0","1129.5","0"
"313","770","0","285","2.95","1589","11","145","0","1138.5","0"
"314","776","0","291","2.92","1644","9","147","0","1155","3"
"315","784","0","287","2.93","1612","8","154","0","1164","0"
"316","788","0","301","2.91","1699","5","148","0","1176","1"
"317","794","0","302","2.94","1688","7","149","0","1182","1"
"318","800","0","289","2.94","1642","7","177","0","1191","1"
"319","805","0","294","2.93","1652","5","178","0","1200","0"
"320","810","0","299","2.93","1692","5","153","0","1207.5","0"
"321","822","0","303","2.92","1682","12","158","0","1215","0"
"322","827","0","312","2.92","1746","5","157","0","1233","0"
"323","836","0","309","2.9","1742","10","157","0","1240.5","1"
"324","843","0","314","2.95","1767","7","156","0","1254","0"
"325","848","0","313","2.91","1773","5","168","0","1264.5","0"
"326","859","0","315","2.93","1771","11","170","0","1272","0"
"327","864","0","323","2.9","1826","5","163","0","1288.5","0"
"328","876","0","326","2.92","1841","13","167","0","1296","1"
"329","888","0","324","2.95","1827","12","174","0","1314","0"
"330","899","0","328","2.92","1835","11","176","0","1332","0"
"331","905","0","332","2.95","1871","7","175","0","1348.5","1"
"332","914","0","323","2.96","1820","10","187","0","1357.5","1"
"333","920","0","328","2.96","1855","8","196","0","1371","2"
"334","924","0","344","2.93","1940","7","185","0","1380","3"
"335","934","0","334","2.96","1879","11","208","0","1386","1"
"336","940","0","340","2.92","1925","9","200","0","1401","3"
"337","948","0","350","2.93","1952","10","188","0","1410","2"
"338","954","0","356","2.94","1985","8","175","0","1422","2"
"339","960","0","361","2.95","2056","7","189","0","1431","1"
"340","967","0","353","2.94","1975","7","200","0","1440","0"
"341","979","0","352","2.94","1986","14","216","0","1450.5","2"
"342","987","0","367","2.93","2059","9","192","0","1468.5","1"
"343","999","0","362","2.98","2038","12","218","0","1480.5","0"
"344","1007","0","371","2.96","2089","9","197","0","1498.5","1"
"345","1014","0","366","2.92","2064","9","198","0","1510.5","2"
"346","1025","0","370","2.94","2101","11","204","0","1521","0"
"347","1034","0","384","2.91","2140","9","201","0","1537.5","0"
"348","1042","0","380","2.92","2140","8","193","0","1551","0"
"349","1049","0","394","2.94","2211","9","197","0","1563","2"
"350","1057","0","387","2.9","2158","10","218","0","1573.5","2"
"351","1064","0","388","2.96","2171","8","214","0","1585.5","1"
"352","1067","0","383","2.92","2158","3","226","0","1596","0"
"353","1075","0","392","2.89","2190","9","215","0","1600.5","1"
"354","1090","0","380","2.91","2116","15","227","0","1612.5","0"
"355","1103","0","397","2.94","2222","15","223","0","1635","2"
"356","1111","0","407","2.93","2300","8","216","0","1654.5","0"
"357","1129","0","413","2.91","2322","18","207","0","1666.5","0"
"358","1137","0","418","2.94","2334","8","212","0","1693.5","0"
"359","1146","0","431","2.92","2428","9","214","0","1705.5","0"
"360","1153","0","420","2.94","2347","7","236","0","1719","0"
"361","1157","0","437","2.92","2448","4","222","0","1729.5","0"
"362","1168","0","431","2.94","2441","11","220","0","1735.5","0"
"363","1179","0","432","2.93","2441","13","235","0","1752","2"
"364","1191","0","440","2.91","2483","14","223","0","1768.5","2"
"365","1204","0","449","2.93","2489","14","197","0","1786.5","1"
"366","1212","0","452","2.95","2538","9","202","0","1806","1"
"367","1219","0","458","2.96","2588","7","205","0","1818","0"
"368","1230","0","467","2.92","2625","12","207","0","1828.5","1"
"369","1241","0","464","2.93","2638","12","206","0","1845","1"
"370","1260","0","469","2.94","2617","19","217","0","1861.5","0"
"371","1270","0","487","2.95","2728","11","200","0","1890","1"
"372","1282","0","471","2.93","2639","13","210","0","1905","1"
"373","1291","0","485","2.92","2750","10","219","0","1923","1"
"374","1303","0","490","2.93","2743","12","230","0","1936.5","0"
"375","1310","0","497","2.91","2747","7","215","0","1954.5","0"
"376","1319","0","492","2.95","2768","12","222","0","1965","3"
"377","1330","0","497","2.96","2758","12","232","0","1978.5","1"
"378","1337","0","496","2.95","2779","8","218","0","1995","1"
"379","1351","0","500","2.91","2783","15","234","0","2005.5","1"
"380","1366","0","507","2.93","2802","15","234","0","2026.5","0"
"381","1377","0","514","2.94","2844","12","218","0","2049","1"
"382","1385","0","510","2.9","2809","8","231","0","2065.5","0"
"383","1401","0","538","2.94","3000","16","212","0","2077.5","0"
"384","1412","0","525","2.92","2920","14","241","0","2101.5","3"
"385","1417","0","538","2.95","3017","5","227","0","2118","0"
"386","1432","0","531","2.93","2956","15","241","0","2125.5","0"
"387","1447","0","539","2.92","3015","17","227","0","2148","2"
"388","1457","0","541","2.94","3049","10","238","0","2170.5","0"
"389","1470","0","558","2.93","3082","13","221","0","2185.5","0"
"390","1478","0","548","2.94","3063","10","230","0","2205","2"
"391","1491","0","557","2.93","3057","13","248","0","2217","0"
"392","1504","0","570","2.91","3180","13","227","0","2236.5","0"
"393","1515","0","569","2.92","3166","11","223","0","2256","0"
"394","1530","0","574","2.97","3169","15","221","0","2272.5","0"
"395","1556","0","592","2.94","3277","26","244","0","2295","0"
"396","1566","0","584","2.94","3241","11","271","0","2334","1"
"397","1586","0","590","2.93","3263","20","252","0","2349","0"
"398","1597","0","596","2.93","3359","11","246","0","2379","0"
"399","1611","0","606","2.97","3368","14","228","0","2395.5","0"
"400","1631","0","622","2.95","3446","21","215","0","2416.5","1"
"401","1640","0","621","2.96","3465","9","210","0","2446.5","0"
"402","1652","0","636","2.95","3545","13","236","0","2460","1"
"403","1668","0","616","2.94","3409","17","242","0","2478","1"
"404","1682","0","627","2.94","3524","15","259","0","2502","1"
"405","1701","0","639","2.97","3547","19","239","0","2523","0"
"406","1709","0","645","2.95","3562","9","258","1","2551.5","1"
"407","1724","0","652","2.94","3631","16","252","1","2563.5","1"
"408","1740","0","641","2.92","3561","18","258","1","2586","2"
"409","1749","0","655","2.94","3650","10","265","1","2610","1"
"410","1768","0","645","2.94","3561","20","293","1","2623.5","1"
"411","1783","0","666","2.94","3693","16","268","1","2652","1"
"412","1795","0","665","2.95","3662","14","247","1","2674.5","2"
"413","1815","0","669","2.95","3721","21","256","1","2692.5","1"
"414","1830","0","675","2.95","3738","17","277","1","2722.5","2"
"415","1845","0","681","2.94","3782","15","262","1","2745","0"
"416","1857","0","688","2.96","3857","12","259","1","2767.5","0"
"417","1878","0","690","2.94","3867","21","282","1","2785.5","0"
"418","1895","0","710","2.95","3941","17","259","2","2817","0"
"419","1909","0","710","2.96","3983","16","278","3","2842.5","2"
"420","1923","0","708","2.95","3928","14","241","3","2863.5","0"
"421","1934","0","745","2.96","4113","14","250","3","2884.5","3"
"422","1947","0","743","2.95","4147","13","254","3","2901","0"
"423","1962","0","731","2.96","4142","15","274","3","2920.5","0"
"424","1980","0","747","2.95","4175","19","257","3","2943","1"
"425","1988","0","751","2.95","4194","9","277","3","2970","1"
"426","2008","0","743","2.95","4102","21","288","3","2982","1"
"427","2025","0","763","2.97","4237","17","267","3","3012","0"
"428","2037","0","774","2.95","4308","12","262","3","3037.5","0"
"429","2060","0","785","2.95","4311","24","241","3","3055.5","1"
"430","2081","0","782","2.95","4312","22","267","3","3090","1"
"431","2103","0","781","2.94","4341","22","276","3","3121.5","0"
"432","2118","0","804","2.94","4437","15","277","3","3154.5","0"
"433","2137","0","811","2.95","4476","21","255","3","3177","2"
"434","2161","0","802","2.94","4439","24","278","3","3205.5","0"
"435","2179","0","810","2.97","4490","20","270","3","3241.5","2"
"436","2196","0","831","2.93","4529","19","265","3","3268.5","2"
"437","2214","0","836","2.95","4593","18","276","3","3294","0"
"438","2242","0","837","2.94","4591","28","276","4","3321","0"
"439","2268","0","849","2.95","4719","26","272","4","3363","0"
"440","2292","0","855","2.94","4703","24","262","4","3402","0"
"441","2311","0","862","2.95","4768","20","255","4","3438","1"
"442","2340","0","868","2.94","4817","31","290","4","3466.5","2"
"443","2357","0","883","2.93","4894","20","275","5","3510","3"
"444","2370","0","884","2.95","4858","14","252","5","3535.5","1"
"445","2392","0","897","2.95","4972","23","276","6","3555","1"
"446","2412","0","904","2.95","4976","20","284","6","3588","0"
"447","2433","0","912","2.95","5046","22","284","7","3618","1"
"448","2460","0","923","2.95","5072","27","286","7","3649.5","0"
"449","2485","0","943","2.96","5140","25","302","7","3690","0"
"450","2510","0","920","2.94","5095","26","277","8","3727.5","1"
"451","2524","0","955","2.95","5257","15","273","8","3765","1"
"452","2539","0","961","2.96","5282","18","260","8","3786","3"
"453","2562","0","954","2.96","5268","23","293","8","3808.5","0"
"454","2571","0","972","2.95","5345","11","264","8","3843","2"
"455","2588","0","975","2.96","5376","20","276","8","3856.5","3"
"456","2609","0","959","2.94","5306","21","286","8","3882","0"
"457","2631","0","1008","2.95","5532","22","267","9","3913.5","0"
"458","2648","0","1009","2.95","5529","18","254","9","3946.5","1"
"459","2663","0","995","2.94","5525","18","289","9","3972","3"
"460","2687","0","997","2.96","5456","26","288","10","3994.5","2"
"461","2699","0","998","2.93","5501","13","278","10","4030.5","1"
"462","2720","0","1026","2.95","5626","22","281","11","4048.5","1"
"463","2744","0","1017","2.94","5648","25","266","11","4080","1"
"464","2762","0","1045","2.94","5738","19","268","12","4116","1"
"465","2779","0","1020","2.94","5615","17","282","12","4143","0"
"466","2802","0","1058","2.94","5811","23","264","12","4168.5","0"
"467","2826","0","1072","2.95","5869","25","270","14","4203","1"
"468","2850","0","1064","2.95","5840","25","280","15","4239","1"
"469","2874","0","1085","2.95","6006","25","282","16","4275","1"
"470","2889","0","1092","2.95","6005","15","251","17","4311","0"
"471","2915","0","1089","2.93","5981","27","275","17","4333.5","1"
"472","2941","0","1127","2.95","6205","26","251","18","4372.5","0"
"473","2963","0","1128","2.93","6206","22","263","18","4411.5","0"
"474","2986","0","1114","2.93","6128","23","255","19","4444.5","0"
"475","3012","0","1155","2.94","6316","26","234","19","4479","0"
"476","3039","0","1162","2.95","6359","27","255","19","4518","0"
"477","3058","0","1168","2.93","6361","19","251","19","4558.5","0"
"478","3076","0","1169","2.93","6396","19","280","19","4587","1"
"479","3103","0","1153","2.94","6302","27","315","19","4614","0"
"480","3125","0","1186","2.94","6551","22","284","20","4654.5","0"
"481","3150","0","1166","2.95","6421","25","280","20","4687.5","0"
"482","3175","0","1194","2.94","6481","26","267","20","4725","1"
"483","3201","0","1197","2.94","6556","26","280","20","4762.5","0"
"484","3218","0","1227","2.95","6671","18","261","21","4801.5","1"
"485","3241","0","1208","2.94","6618","24","296","21","4827","1"
"486","3273","0","1239","2.95","6749","33","252","22","4861.5","1"
"487","3294","0","1236","2.93","6800","22","313","22","4909.5","1"
"488","3320","0","1236","2.95","6708","27","279","23","4941","1"
"489","3336","0","1271","2.94","6969","17","260","23","4980","1"
"490","3364","0","1274","2.94","6960","28","255","25","5004","0"
