"Time","# Players","Told To Move","Games Played","Avg. Payoff","Energy Given","Births","Movements Made","No Space To Move","Deaths"
"45","1372","0","525","1.3","1279","15","264","0","3"
"46","1383","0","527","1.34","1323","11","259","0","0"
"47","1398","0","523","1.46","1377","15","283","0","0"
"48","1420","0","534","1.4","1406","24","286","0","2"
"49","1428","0","540","1.43","1364","10","282","0","2"
"50","1443","0","548","1.47","1428","17","276","0","2"
"51","1468","0","563","1.34","1429","27","273","0","2"
"52","1494","0","564","1.38","1447","27","276","0","1"
"53","1513","0","560","1.42","1408","22","283","0","3"
"54","1529","0","585","1.45","1492","16","265","0","0"
"55","1545","0","579","1.35","1432","18","291","0","2"
"56","1561","0","589","1.26","1444","18","293","0","2"
"57","1573","0","591","1.38","1460","14","310","0","2"
"58","1588","0","594","1.27","1444","16","295","0","1"
"59","1597","0","606","1.32","1481","10","305","0","1"
"60","1614","0","606","1.28","1397","18","303","0","1"
"61","1635","0","610","1.25","1426","22","325","0","1"
"62","1662","0","621","1.23","1491","29","315","0","2"
"63","1677","0","638","1.33","1585","17","294","0","2"
"64","1707","0","641","1.31","1580","31","296","0","1"
"65","1736","0","650","1.3","1536","30","299","0","1"
"66","1759","0","665","1.31","1584","24","294","0","1"
"67","1784","0","675","1.24","1617","27","303","0","2"
"68","1802","0","687","1.37","1678","19","295","0","1"
"69","1822","0","689","1.34","1636","21","308","0","1"
"70","1852","0","700","1.33","1650","31","288","0","1"
"71","1873","0","706","1.27","1667","25","302","0","4"
"72","1899","0","722","1.3","1717","27","320","0","1"
"73","1920","0","720","1.38","1704","22","325","0","1"
"74","1943","0","738","1.25","1713","25","316","0","2"
"75","1970","0","742","1.27","1723","27","332","0","0"
"76","1992","0","754","1.39","1840","22","340","0","0"
"77","2019","0","762","1.39","1887","27","344","0","0"
"78","2044","0","763","1.34","1847","26","321","0","1"
"79","2071","0","795","1.34","1876","27","296","0","0"
"80","2091","0","798","1.35","1974","20","315","0","0"
"81","2113","0","803","1.32","1936","22","340","0","0"
"82","2145","0","812","1.31","1908","34","343","0","2"
"83","2168","0","813","1.32","2021","23","354","0","0"
"84","2195","0","833","1.34","2006","27","352","0","0"
"85","2216","0","846","1.24","1926","22","347","0","1"
"86","2243","0","845","1.32","2025","28","321","0","1"
"87","2278","0","859","1.34","2037","36","345","0","1"
"88","2307","0","879","1.37","2118","29","324","0","0"
"89","2338","0","886","1.35","2157","33","339","0","2"
"90","2371","0","908","1.39","2277","35","348","0","2"
"91","2405","0","903","1.35","2188","37","361","0","3"
"92","2437","0","904","1.34","2221","33","361","0","1"
"93","2470","0","930","1.3","2240","34","364","0","1"
"94","2498","0","932","1.36","2238","29","378","1","1"
"95","2531","0","957","1.35","2295","33","358","1","0"
"96","2556","0","976","1.35","2349","26","347","1","1"
"97","2587","0","975","1.37","2343","34","347","1","3"
"98","2613","0","979","1.31","2255","26","384","1","0"
"99","2649","0","997","1.31","2339","36","327","1","0"
"100","2672","0","995","1.37","2433","24","378","1","1"
"101","2704","0","1003","1.35","2390","32","356","1","0"
"102","2741","0","1019","1.24","2374","37","331","1","0"
"103","2762","0","1023","1.35","2433","21","379","1","0"
"104","2809","0","1063","1.34","2600","47","334","1","0"
"105","2843","0","1078","1.32","2551","34","339","1","0"
"106","2884","0","1095","1.32","2579","41","346","2","0"
"107","2919","0","1106","1.35","2666","36","356","2","1"
"108","2961","0","1124","1.33","2671","43","352","2","1"
"109","3000","0","1138","1.3","2676","41","373","2","2"
"110","3038","0","1152","1.34","2732","38","342","2","0"
"111","3076","0","1164","1.28","2704","38","334","2","0"
"112","3118","0","1164","1.35","2739","42","326","3","0"
"113","3154","0","1203","1.32","2809","36","328","3","0"
"114","3185","0","1206","1.35","2844","32","356","3","1"
"115","3224","0","1196","1.32","2801","40","347","4","1"
"116","3265","0","1234","1.34","2922","41","332","5","0"
"117","3306","0","1244","1.29","2888","42","334","5","1"
"118","3350","0","1261","1.3","2886","44","346","6","0"
"119","3392","0","1291","1.25","2935","43","330","6","1"
"120","3442","0","1285","1.33","3008","50","313","6","0"
"121","3479","0","1312","1.25","2982","39","319","6","2"
"122","3516","0","1315","1.24","2965","38","347","7","1"
"123","3567","0","1319","1.32","3110","51","382","9","0"
"124","3615","0","1337","1.26","3015","48","375","9","0"
"125","3663","0","1365","1.33","3210","48","356","9","0"
"126","3703","0","1398","1.3","3182","40","342","10","0"
"127","3740","0","1416","1.27","3182","37","333","10","0"
"128","3769","0","1405","1.31","3318","30","365","11","1"
"129","3808","0","1436","1.26","3242","40","334","12","1"
"130","3851","0","1465","1.22","3228","43","339","16","0"
"131","3885","0","1461","1.26","3238","36","325","16","2"
"132","3930","0","1481","1.31","3402","45","292","18","0"
"133","3970","0","1502","1.24","3297","41","314","18","1"
"134","4014","0","1517","1.26","3454","45","324","20","1"
"135","4057","0","1522","1.22","3336","44","297","22","1"
"136","4103","0","1565","1.24","3514","48","310","23","2"
"137","4147","0","1562","1.27","3527","46","345","24","2"
"138","4186","0","1564","1.25","3463","39","330","24","0"
"139","4223","0","1585","1.29","3566","39","334","26","2"
"140","4273","0","1627","1.24","3546","50","308","27","0"
"141","4319","0","1627","1.23","3589","47","272","29","1"
"142","4359","0","1648","1.25","3642","41","314","30","1"
"143","4401","0","1670","1.25","3599","43","297","31","1"
"144","4442","0","1671","1.26","3695","42","314","33","1"
"145","4478","0","1692","1.21","3677","37","310","34","1"
"146","4519","0","1695","1.21","3622","42","299","34","1"
"147","4550","0","1718","1.22","3732","31","309","35","0"
"148","4593","0","1723","1.2","3714","44","331","35","1"
"149","4648","0","1740","1.21","3806","57","292","36","2"
"150","4691","0","1770","1.22","3843","45","310","38","2"
"151","4739","0","1798","1.24","3869","49","303","42","1"
"152","4774","0","1802","1.19","3819","36","316","43","1"
"153","4818","0","1821","1.17","3812","46","305","44","2"
"154","4862","0","1824","1.2","3906","45","322","47","1"
"155","4906","0","1852","1.22","3998","44","321","51","0"
"156","4946","0","1870","1.18","3932","41","289","53","1"
"157","4975","0","1886","1.14","3841","30","309","55","1"
"158","5000","0","1881","1.2","3958","26","281","57","1"
"159","5000","0","1925","1.16","4000","2","304","63","2"
"160","5000","0","1911","1.19","3919","1","292","63","1"
"161","5000","0","1892","1.15","3873","1","304","63","1"
"162","5000","0","1924","1.19","4025","1","290","65","1"
"163","5000","0","1919","1.18","4059","0","282","69","0"
"164","5000","0","1906","1.18","4000","1","305","71","1"
"165","5000","0","1899","1.17","3914","2","288","72","2"
"166","5000","0","1916","1.17","4049","2","322","73","2"
"167","5000","0","1912","1.15","3948","2","298","75","2"
"168","5000","0","1911","1.19","4041","0","298","76","0"
"169","5000","0","1897","1.17","3932","1","283","79","1"
"170","5000","0","1892","1.17","3923","2","341","81","2"
"171","5000","0","1880","1.13","3803","1","318","83","1"
"172","5000","0","1885","1.19","3944","2","331","83","2"
"173","5000","0","1873","1.19","3943","1","324","83","1"
"174","5000","0","1881","1.16","3895","3","312","84","3"
"175","5000","0","1917","1.18","4022","3","272","85","3"
"176","5000","0","1889","1.15","3945","0","318","89","0"
"177","5000","0","1903","1.18","4029","0","281","90","0"
"178","5000","0","1899","1.18","3977","1","290","91","1"
"179","5000","0","1899","1.14","3885","5","285","92","5"
"180","5000","0","1908","1.14","3871","3","298","92","3"
"181","5000","0","1896","1.17","3932","0","314","94","0"
"182","5000","0","1913","1.18","4054","0","323","94","0"
"183","5000","0","1887","1.16","3900","0","300","94","0"
"184","5000","0","1907","1.13","3889","1","321","96","1"
"185","5000","0","1929","1.19","4020","0","335","98","0"
"186","5000","0","1906","1.16","3968","2","328","99","2"
"187","5000","0","1928","1.14","3959","1","325","100","1"
"188","5000","0","1899","1.17","3915","1","319","102","1"
"189","5000","0","1908","1.16","3951","0","297","104","0"
"190","5000","0","1913","1.13","3850","2","332","105","2"
"191","5000","0","1901","1.14","3899","0","330","105","0"
"192","5000","0","1920","1.13","3817","1","292","106","1"
"193","5000","0","1920","1.17","4049","0","311","106","0"
"194","5000","0","1921","1.15","3941","1","308","107","1"
"195","5000","0","1878","1.15","3888","2","341","107","2"
"196","5000","0","1894","1.15","3908","0","312","107","0"
"197","5000","0","1903","1.16","3906","2","321","108","2"
"198","5000","0","1892","1.16","3992","0","319","110","0"
"199","5000","0","1915","1.16","3941","4","310","111","4"
"200","5000","0","1925","1.08","3760","0","290","112","0"
"201","5000","0","1886","1.13","3825","2","306","113","2"
"202","5000","0","1894","1.15","3883","0","337","113","0"
"203","5000","0","1931","1.16","3960","1","313","114","1"
"204","5000","0","1906","1.17","4020","1","332","116","1"
"205","5000","0","1892","1.14","3865","4","343","116","4"
"206","5000","0","1919","1.15","3898","2","325","118","2"
"207","5000","0","1911","1.17","3944","2","326","118","2"
"208","5000","0","1889","1.13","3836","2","305","118","2"
"209","5000","0","1919","1.15","3924","1","306","119","1"
"210","5000","0","1872","1.11","3717","2","313","120","2"
"211","5000","0","1896","1.11","3805","2","338","123","2"
"212","5000","0","1911","1.11","3791","1","311","124","1"
"213","5000","0","1907","1.14","3875","3","329","126","3"
"214","5000","0","1888","1.16","3888","1","318","127","1"
"215","5000","0","1936","1.14","3892","3","342","128","3"
"216","5000","0","1917","1.16","3945","2","348","129","2"
"217","5000","0","1884","1.12","3763","2","344","132","2"
"218","5000","0","1897","1.12","3864","5","317","133","5"
"219","5000","0","1890","1.13","3776","2","329","134","2"
"220","5000","0","1903","1.16","3898","1","328","134","1"
"221","5000","0","1911","1.17","3934","2","329","135","2"
"222","5000","0","1898","1.08","3808","3","333","136","3"
"223","5000","0","1889","1.12","3815","2","313","139","2"
"224","5000","0","1893","1.13","3837","3","345","139","3"
"225","5000","0","1899","1.09","3779","2","317","141","2"
"226","5000","0","1906","1.14","3895","3","319","142","3"
"227","5000","0","1888","1.12","3753","1","330","143","1"
"228","5000","0","1918","1.11","3818","4","314","145","4"
"229","5000","0","1888","1.13","3855","4","308","145","4"
"230","5000","0","1878","1.16","3843","4","300","145","4"
"231","5000","0","1908","1.11","3815","1","306","147","1"
"232","5000","0","1887","1.13","3833","1","339","149","1"
"233","5000","0","1864","1.09","3688","1","328","151","1"
"234","5000","0","1914","1.1","3772","1","333","151","1"
"235","5000","0","1902","1.12","3836","2","346","151","2"
"236","5000","0","1888","1.15","3870","0","363","151","0"
"237","5000","0","1896","1.15","3878","3","356","152","3"
"238","5000","0","1897","1.12","3780","3","337","152","3"
"239","5000","0","1910","1.07","3695","1","322","152","1"
"240","5000","0","1903","1.15","3891","3","322","153","3"
"241","5000","0","1894","1.13","3714","1","347","153","1"
"242","5000","0","1916","1.08","3708","1","320","153","1"
"243","5000","0","1909","1.09","3708","1","352","153","1"
"244","5000","0","1913","1.08","3682","4","341","153","4"
"245","5000","0","1877","1.11","3708","1","339","155","1"
"246","5000","0","1878","1.11","3671","2","336","155","2"
"247","5000","0","1896","1.09","3684","1","360","156","1"
"248","5000","0","1914","1.13","3806","2","326","157","2"
"249","5000","0","1893","1.07","3696","0","350","159","0"
"250","5000","0","1913","1.12","3779","1","359","163","1"
"251","5000","0","1906","1.08","3678","1","328","163","1"
"252","5000","0","1901","1.1","3740","3","327","166","3"
"253","5000","0","1884","1.12","3755","3","329","167","3"
"254","5000","0","1903","1.1","3673","3","330","168","3"
"255","5000","0","1882","1.12","3735","4","341","168","4"
"256","5000","0","1912","1.06","3652","0","360","169","0"
"257","5000","0","1881","1.11","3749","1","347","170","1"
"258","5000","0","1889","1.09","3688","2","349","172","2"
"259","5000","0","1907","1.1","3782","6","322","174","6"
"260","5000","0","1927","1.08","3716","1","337","179","1"
"261","5000","0","1896","1.08","3672","2","360","179","2"
"262","5000","0","1911","1.1","3744","0","322","179","0"
"263","5000","0","1910","1.1","3750","3","350","181","3"
"264","5000","0","1889","1.06","3667","3","317","181","3"
"265","5000","0","1917","1.09","3748","1","326","183","1"
"266","5000","0","1905","1.09","3694","1","318","183","1"
"267","5000","0","1904","1.07","3679","1","345","184","1"
"268","5000","0","1894","1.06","3630","3","304","184","3"
"269","5000","0","1902","1.08","3685","0","357","185","0"
"270","5000","0","1903","1.07","3614","1","351","187","1"
"271","5000","0","1908","1.07","3662","3","347","187","3"
"272","5000","0","1897","1.06","3611","1","334","187","1"
"273","5000","0","1902","1.08","3630","0","314","187","0"
"274","5000","0","1888","1.05","3555","3","358","188","3"
"275","5000","0","1891","1.08","3642","0","349","189","0"
"276","5000","0","1923","1.09","3755","1","331","190","1"
"277","5000","0","1896","1.05","3567","3","345","190","3"
"278","5000","0","1898","1.07","3565","2","327","191","2"
"279","5000","0","1909","1.06","3634","3","342","193","3"
"280","5000","0","1878","1.08","3606","3","314","195","3"
"281","5000","0","1902","1.04","3583","3","337","195","3"
"282","5000","0","1895","1.11","3720","3","336","197","3"
"283","5000","0","1864","1.06","3532","0","343","199","0"
"284","5000","0","1911","1.09","3641","1","360","199","1"
"285","5000","0","1918","1.07","3559","3","333","200","3"
"286","5000","0","1927","1.06","3649","1","357","200","1"
"287","5000","0","1902","1.08","3636","1","320","202","1"
"288","5000","0","1897","1.08","3561","2","327","202","2"
"289","5000","0","1907","1.05","3602","0","342","204","0"
"290","5000","0","1919","1.05","3655","1","334","205","1"
"291","5000","0","1941","1.05","3684","1","319","205","1"
"292","5000","0","1891","1.06","3620","1","324","205","1"
"293","5000","0","1896","1.04","3541","0","342","207","0"
"294","5000","0","1919","1.07","3720","1","339","208","1"
"295","5000","0","1914","1.04","3541","0","295","210","0"
"296","5000","0","1905","1.09","3695","1","338","210","1"
"297","5000","0","1909","1.09","3686","2","347","211","2"
"298","5000","0","1921","1.07","3658","1","337","211","1"
"299","5000","0","1931","1.07","3726","0","315","211","0"
"300","5000","0","1888","1.08","3654","2","316","212","2"
"301","5000","0","1890","1.05","3523","3","323","212","3"
"302","5000","0","1910","1.05","3592","1","329","212","1"
"303","5000","0","1907","1.04","3544","2","329","212","2"
"304","5000","0","1896","1.07","3618","2","382","214","2"
"305","5000","0","1899","1.07","3661","0","338","214","0"
"306","5000","0","1915","1.02","3492","3","352","214","3"
"307","5000","0","1903","1.08","3615","0","356","214","0"
"308","5000","0","1911","1.04","3523","5","323","214","5"
"309","5000","0","1893","1.03","3518","1","334","215","1"
"310","5000","0","1903","1.07","3573","1","321","217","1"
"311","5000","0","1888","1.04","3525","0","340","217","0"
"312","5000","0","1935","1.08","3662","1","321","218","1"
"313","5000","0","1880","1.06","3557","2","348","218","2"
"314","5000","0","1884","1.03","3464","0","343","218","0"
"315","5000","0","1918","1.05","3591","3","324","218","3"
"316","5000","0","1907","1.03","3495","5","354","218","5"
"317","5000","0","1917","1.05","3580","0","327","218","0"
"318","5000","0","1912","1.07","3586","0","341","218","0"
"319","5000","0","1903","1.01","3440","1","321","219","1"
"320","5000","0","1878","1.03","3426","0","353","219","0"
"321","5000","0","1902","1.05","3527","4","331","222","4"
"322","5000","0","1900","1.05","3518","1","335","223","1"
"323","5000","0","1908","1.07","3595","3","373","223","3"
"324","5000","0","1905","1.04","3534","5","364","225","5"
"325","5000","0","1880","1.02","3421","1","326","225","1"
"326","5000","0","1892","1.03","3500","1","353","227","1"
"327","5000","0","1909","1.02","3559","1","352","228","1"
"328","5000","0","1895","1.01","3402","2","336","230","2"
"329","5000","0","1915","1.02","3478","3","341","230","3"
"330","5000","0","1894","1.02","3453","1","373","230","1"
"331","5000","0","1905","1.05","3618","2","319","230","2"
"332","5000","0","1929","1.01","3506","4","324","230","4"
"333","5000","0","1897","1.01","3399","2","330","230","2"
"334","5000","0","1915","1.06","3602","3","342","230","3"
"335","5000","0","1922","1.05","3624","1","361","230","1"
"336","5000","0","1897","1.04","3473","0","349","231","0"
"337","5000","0","1898","1.01","3462","1","308","232","1"
"338","5000","0","1933","1.02","3516","2","342","233","2"
"339","5000","0","1897","1","3384","2","351","233","2"
"340","5000","0","1911","1.01","3545","1","346","234","1"
"341","5000","0","1908","1.03","3542","1","372","234","1"
"342","5000","0","1902","1","3423","1","379","235","1"
"343","5000","0","1905","1.04","3560","2","363","236","2"
"344","5000","0","1899","1.01","3437","4","347","236","4"
"345","5000","0","1920","1.02","3482","2","296","237","2"
"346","5000","0","1932","0.99","3400","2","356","237","2"
"347","5000","0","1907","1","3416","1","352","238","1"
"348","5000","0","1897","1","3410","3","351","238","3"
"349","5000","0","1901","1","3379","0","344","240","0"
"350","5000","0","1892","1","3428","2","355","241","2"
"351","5000","0","1897","1.04","3506","0","338","243","0"
"352","5000","0","1908","1.05","3558","1","358","245","1"
"353","5000","0","1897","1.03","3475","2","374","247","2"
"354","5000","0","1897","0.98","3391","2","366","247","2"
"355","5000","0","1905","0.98","3322","0","341","247","0"
"356","5000","0","1876","1","3328","1","362","248","1"
"357","5000","0","1900","1","3405","1","324","249","1"
"358","5000","0","1915","1","3430","0","348","250","0"
"359","5000","0","1908","0.97","3381","1","335","251","1"
"360","5000","0","1901","1","3454","3","348","252","3"
"361","5000","0","1876","1.04","3407","0","348","252","0"
"362","5000","0","1879","1.01","3374","1","329","252","1"
"363","5000","0","1913","1","3464","1","305","253","1"
"364","5000","0","1900","1","3457","1","363","253","1"
"365","5000","0","1928","1.01","3475","1","342","253","1"
"366","5000","0","1887","1.02","3473","2","349","253","2"
"367","5000","0","1889","0.98","3290","2","323","254","2"
"368","5000","0","1887","1","3347","2","337","255","2"
"369","5000","0","1910","1","3394","0","327","255","0"
"370","5000","0","1874","1.03","3416","1","341","257","1"
"371","5000","0","1907","0.99","3381","2","341","258","2"
"372","5000","0","1923","0.95","3344","7","323","258","7"
"373","5000","0","1928","0.97","3413","0","322","258","0"
"374","5000","0","1906","1.04","3450","2","337","260","2"
"375","5000","0","1893","0.97","3301","2","347","260","2"
"376","5000","0","1895","1.01","3413","0","339","260","0"
"377","5000","0","1908","1.02","3351","1","325","260","1"
"378","5000","0","1915","0.98","3372","2","332","262","2"
"379","5000","0","1911","0.98","3363","0","364","262","0"
"380","5000","0","1915","1","3499","1","326","262","1"
"381","5000","0","1914","0.96","3274","0","317","262","0"
"382","5000","0","1903","0.98","3288","1","356","263","1"
"383","5000","0","1911","1","3368","2","335","263","2"
"384","5000","0","1894","1.01","3461","2","346","263","2"
"385","5000","0","1905","1","3450","0","341","265","0"
"386","5000","0","1902","0.97","3339","0","356","265","0"
"387","5000","0","1904","0.98","3357","3","344","265","3"
"388","5000","0","1918","0.99","3359","0","339","265","0"
"389","5000","0","1912","0.95","3252","0","327","265","0"
"390","5000","0","1908","0.98","3341","2","363","265","2"
"391","5000","0","1898","0.99","3359","2","361","265","2"
"392","5000","0","1891","0.99","3329","0","361","265","0"
"393","5000","0","1914","0.97","3333","0","318","265","0"
"394","5000","0","1900","0.99","3406","1","337","265","1"
"395","5000","0","1899","0.97","3353","3","344","266","3"
"396","5000","0","1895","0.97","3243","0","349","266","0"
"397","5000","0","1913","0.97","3405","1","380","266","1"
"398","5000","0","1920","0.97","3350","0","376","266","0"
"399","5000","0","1909","0.95","3248","2","362","266","2"
"400","5000","0","1925","0.97","3372","1","328","267","1"
"401","5000","0","1931","0.97","3377","2","357","268","2"
"402","5000","0","1907","0.98","3389","0","343","268","0"
"403","5000","0","1896","1.01","3386","1","353","268","1"
"404","5000","0","1914","0.98","3361","1","344","268","1"
"405","5000","0","1904","0.98","3392","1","343","268","1"
"406","5000","0","1886","1","3381","1","320","268","1"
"407","5000","0","1899","0.96","3272","0","362","268","0"
"408","5000","0","1901","0.96","3301","1","380","268","1"
"409","5000","0","1905","0.97","3351","0","332","268","0"
"410","5000","0","1908","0.98","3314","0","336","269","0"
"411","5000","0","1910","0.98","3333","4","352","270","4"
"412","5000","0","1879","0.96","3227","1","363","270","1"
"413","5000","0","1893","0.97","3276","3","327","271","3"
"414","5000","0","1911","0.94","3251","2","324","271","2"
"415","5000","0","1899","0.97","3296","2","325","271","2"
"416","5000","0","1907","0.95","3226","1","315","272","1"
"417","5000","0","1905","0.94","3247","0","340","273","0"
"418","5000","0","1916","0.97","3339","2","344","273","2"
"419","5000","0","1900","0.95","3269","0","313","273","0"
"420","5000","0","1902","0.98","3274","0","365","274","0"
"421","5000","0","1877","0.98","3275","1","342","276","1"
"422","5000","0","1891","0.95","3179","2","328","276","2"
"423","5000","0","1871","0.99","3283","0","344","276","0"
"424","5000","0","1880","0.95","3269","0","318","276","0"
"425","5000","0","1903","0.96","3312","1","351","276","1"
"426","5000","0","1882","0.94","3300","1","330","276","1"
"427","5000","0","1885","0.96","3271","2","333","277","2"
"428","5000","0","1911","0.97","3387","3","330","278","3"
"429","5000","0","1888","0.96","3273","2","343","278","2"
"430","5000","0","1870","0.99","3355","0","360","278","0"
"431","5000","0","1906","1.01","3415","0","351","278","0"
"432","5000","0","1910","0.95","3250","1","330","278","1"
"433","5000","0","1908","0.97","3295","0","334","279","0"
"434","5000","0","1914","0.96","3339","1","366","279","1"
"435","5000","0","1911","0.95","3271","0","353","279","0"
"436","5000","0","1898","0.96","3284","1","329","279","1"
"437","5000","0","1885","0.97","3257","0","356","279","0"
"438","5000","0","1919","0.95","3251","0","345","280","0"
"439","5000","0","1891","0.94","3282","1","349","281","1"
"440","5000","0","1898","0.97","3323","2","340","281","2"
"441","5000","0","1891","0.98","3339","0","342","281","0"
"442","5000","0","1910","0.93","3235","1","363","281","1"
"443","5000","0","1911","0.94","3248","1","333","281","1"
"444","5000","0","1886","0.96","3234","0","350","282","0"
"445","5000","0","1906","0.96","3312","1","364","283","1"
"446","5000","0","1894","0.96","3294","0","362","283","0"
"447","5000","0","1893","0.91","3063","0","380","283","0"
"448","5000","0","1888","0.96","3241","3","368","283","3"
"449","5000","0","1900","0.98","3333","2","356","283","2"
"450","5000","0","1875","0.95","3223","1","338","283","1"
"451","5000","0","1877","0.92","3144","1","369","284","1"
"452","5000","0","1915","0.94","3230","0","354","284","0"
"453","5000","0","1919","0.92","3238","2","320","284","2"
"454","5000","0","1908","0.94","3258","0","388","284","0"
"455","5000","0","1913","0.94","3225","1","353","286","1"
"456","5000","0","1911","0.95","3313","0","323","286","0"
"457","5000","0","1912","0.92","3209","0","338","287","0"
"458","5000","0","1915","0.93","3161","0","342","287","0"
"459","5000","0","1892","0.95","3208","0","312","287","0"
"460","5000","0","1906","0.93","3192","0","333","287","0"
"461","5000","0","1917","0.96","3277","0","341","288","0"
"462","5000","0","1897","0.97","3267","0","362","288","0"
"463","5000","0","1916","0.94","3205","0","347","289","0"
"464","5000","0","1937","0.92","3208","1","336","290","1"
"465","5000","0","1883","0.94","3175","0","387","290","0"
"466","5000","0","1904","0.97","3323","0","341","290","0"
"467","5000","0","1931","0.93","3220","1","312","290","1"
"468","5000","0","1916","0.93","3243","1","337","290","1"
"469","5000","0","1925","0.96","3328","0","346","292","0"
"470","5000","0","1919","0.95","3236","2","337","292","2"
"471","5000","0","1877","0.95","3185","0","361","292","0"
"472","5000","0","1899","0.94","3238","1","327","292","1"
"473","5000","0","1900","0.94","3264","2","350","293","2"
"474","5000","0","1908","0.96","3309","0","359","293","0"
"475","5000","0","1900","0.95","3305","1","330","293","1"
"476","5000","0","1919","0.94","3288","1","357","294","1"
"477","5000","0","1890","0.98","3273","1","352","294","1"
"478","5000","0","1899","0.95","3217","1","355","294","1"
"479","5000","0","1875","0.93","3111","0","353","295","0"
"480","5000","0","1921","0.92","3185","2","346","295","2"
"481","5000","0","1909","0.93","3207","3","371","295","3"
"482","5000","0","1900","0.93","3196","3","365","295","3"
"483","5000","0","1891","0.93","3144","3","368","295","3"
"484","5000","0","1886","0.94","3227","1","351","296","1"
"485","5000","0","1913","0.95","3256","0","384","297","0"
"486","5000","0","1909","0.94","3234","1","364","297","1"
"487","5000","0","1940","0.91","3261","1","341","297","1"
"488","5000","0","1901","0.91","3177","0","325","298","0"
"489","5000","0","1903","0.93","3159","0","363","299","0"
"490","5000","0","1880","0.95","3140","2","352","299","2"
"491","5000","0","1907","0.94","3250","0","360","299","0"
"492","5000","0","1893","0.92","3208","1","360","300","1"
"493","5000","0","1911","0.94","3232","0","349","300","0"
"494","5000","0","1893","0.92","3137","3","326","300","3"
"495","5000","0","1893","0.94","3213","1","347","300","1"
"496","5000","0","1880","0.93","3104","0","356","300","0"
"497","5000","0","1898","0.92","3161","0","351","300","0"
"498","5000","0","1921","0.93","3228","1","317","300","1"
"499","5000","0","1907","0.93","3125","0","366","300","0"
"500","5000","0","1883","0.94","3115","0","372","301","0"
"501","5000","0","1897","0.93","3126","1","364","301","1"
"502","5000","0","1892","0.93","3186","1","343","301","1"
"503","5000","0","1909","0.93","3166","0","349","302","0"
"504","5000","0","1902","0.93","3106","1","349","302","1"
"505","5000","0","1886","0.9","3086","1","363","304","1"
"506","5000","0","1876","1","3276","5","355","305","5"
"507","5000","0","1921","0.97","3325","1","337","305","1"
"508","5000","0","1901","0.9","3148","0","341","306","0"
"509","5000","0","1885","0.95","3165","1","378","306","1"
"510","5000","0","1912","0.92","3129","1","373","307","1"
"511","5000","0","1888","0.92","3147","1","353","307","1"
"512","5000","0","1915","0.9","3149","0","360","307","0"
"513","5000","0","1913","0.92","3158","0","353","307","0"
"514","5000","0","1896","0.92","3111","0","368","307","0"
"515","5000","0","1912","0.95","3202","2","343","307","2"
"516","5000","0","1910","0.96","3315","0","354","307","0"
"517","5000","0","1901","0.91","3153","0","343","307","0"
"518","5000","0","1913","0.91","3122","1","351","307","1"
"519","5000","0","1896","0.92","3084","0","360","307","0"
