"Time","# Players","Told To Move","Games Played","Avg. Payoff","Energy Given","Births","Movements Made","No Space To Move","Deaths"
"0","1000","0","235","1.64","826","0","519","0","0"
"1","999","0","284","1.66","998","0","417","0","1"
"2","996","0","306","1.76","1103","0","367","0","3"
"3","994","0","332","1.79","1147","0","318","0","2"
"4","989","0","342","1.79","1196","0","290","0","5"
"5","984","0","351","1.65","1201","0","270","0","5"
"6","982","0","356","1.81","1207","0","248","0","2"
"7","982","0","360","1.79","1238","0","245","0","0"
"8","978","0","361","1.77","1260","0","241","0","4"
"9","976","0","361","1.72","1253","0","240","0","2"
"10","975","0","365","1.69","1258","1","224","0","2"
"11","977","0","364","1.94","1285","5","226","0","3"
"12","979","0","371","1.85","1260","4","215","0","2"
"13","982","0","373","1.71","1241","4","215","0","1"
"14","984","0","377","1.72","1269","5","217","0","3"
"15","990","0","370","1.65","1198","7","224","0","1"
"16","991","0","375","1.72","1232","6","220","0","5"
"17","1001","0","370","1.75","1262","11","224","0","1"
"18","1014","0","375","1.69","1156","17","221","0","4"
"19","1019","0","387","1.56","1182","7","228","0","2"
"20","1031","0","376","1.57","1166","12","233","0","0"
"21","1044","0","396","1.35","1188","16","216","0","3"
"22","1060","0","398","1.57","1170","17","232","0","1"
"23","1076","0","398","1.54","1154","18","233","0","2"
"24","1084","0","401","1.52","1166","10","242","0","2"
"25","1098","0","412","1.54","1139","14","232","0","0"
"26","1115","0","423","1.51","1161","19","224","0","2"
"27","1129","0","419","1.46","1122","15","245","0","1"
"28","1143","0","438","1.41","1175","14","228","0","0"
"29","1161","0","448","1.45","1233","19","217","0","1"
"30","1169","0","451","1.45","1242","12","218","0","4"
"31","1177","0","432","1.42","1178","11","262","0","3"
"32","1190","0","446","1.39","1227","14","243","0","1"
"33","1209","0","455","1.52","1278","19","243","0","0"
"34","1217","0","465","1.5","1282","9","249","0","1"
"35","1227","0","462","1.45","1241","15","259","0","5"
"36","1234","0","467","1.4","1261","8","259","0","1"
"37","1251","0","477","1.44","1245","19","243","0","2"
"38","1261","0","484","1.43","1267","14","239","0","4"
"39","1278","0","481","1.38","1241","17","260","0","0"
"40","1300","0","482","1.37","1264","25","264","0","3"
"41","1310","0","492","1.34","1240","12","263","0","2"
"42","1322","0","500","1.52","1258","13","256","0","1"
"43","1335","0","499","1.37","1311","15","260","0","2"
"44","1360","0","505","1.31","1258","25","258","0","0"
"45","1373","0","517","1.35","1294","15","267","0","2"
"46","1390","0","527","1.39","1363","17","261","0","0"
"47","1413","0","541","1.32","1353","24","260","1","1"
"48","1436","0","545","1.4","1389","24","260","1","1"
"49","1450","0","543","1.37","1380","17","286","1","3"
"50","1464","0","548","1.38","1390","17","292","1","3"
"51","1486","0","554","1.37","1404","23","280","1","1"
"52","1506","0","574","1.45","1481","22","274","1","2"
"53","1528","0","570","1.31","1427","23","286","2","1"
"54","1546","0","587","1.33","1498","18","301","2","0"
"55","1571","0","582","1.42","1523","25","315","2","0"
"56","1592","0","589","1.41","1530","23","321","2","2"
"57","1615","0","594","1.47","1517","24","319","2","1"
"58","1624","0","615","1.4","1620","13","284","3","4"
"59","1640","0","612","1.48","1612","19","309","3","3"
"60","1669","0","635","1.45","1689","31","297","3","2"
"61","1684","0","639","1.46","1655","16","293","3","1"
"62","1709","0","648","1.45","1661","26","305","3","1"
"63","1732","0","638","1.45","1655","25","319","4","2"
"64","1751","0","658","1.46","1663","20","303","4","1"
"65","1783","0","668","1.48","1754","32","297","4","0"
"66","1811","0","679","1.51","1805","29","322","4","1"
"67","1842","0","698","1.4","1818","32","309","4","1"
"68","1857","0","710","1.39","1818","15","311","4","0"
"69","1889","0","711","1.42","1786","35","293","4","3"
"70","1907","0","721","1.37","1816","19","303","4","1"
"71","1935","0","748","1.41","1885","29","306","4","1"
"72","1949","0","738","1.37","1823","15","311","4","1"
"73","1976","0","743","1.35","1800","31","293","4","4"
"74","2007","0","769","1.32","1862","31","294","4","0"
"75","2027","0","775","1.39","1904","21","300","4","1"
"76","2058","0","781","1.31","1882","32","307","4","1"
"77","2091","0","781","1.37","1878","34","341","4","1"
"78","2115","0","790","1.29","1844","26","325","4","2"
"79","2135","0","794","1.33","1952","20","319","4","0"
"80","2165","0","826","1.34","2011","31","295","4","1"
"81","2200","0","826","1.34","2022","37","353","4","2"
"82","2225","0","844","1.37","2039","27","325","4","2"
"83","2256","0","859","1.33","2075","32","312","4","1"
"84","2287","0","875","1.37","2113","32","308","4","1"
"85","2301","0","888","1.38","2167","16","324","4","2"
"86","2331","0","879","1.29","2106","30","311","4","0"
"87","2356","0","887","1.41","2195","26","326","4","1"
"88","2380","0","893","1.43","2259","25","312","5","1"
"89","2406","0","906","1.38","2211","26","330","5","0"
"90","2437","0","925","1.41","2311","34","339","5","3"
"91","2466","0","940","1.4","2346","30","317","6","1"
"92","2496","0","950","1.35","2363","31","315","6","1"
"93","2531","0","978","1.31","2353","35","315","6","0"
"94","2556","0","961","1.3","2287","25","356","7","0"
"95","2593","0","985","1.34","2356","39","345","8","2"
"96","2629","0","996","1.34","2476","36","316","10","0"
"97","2661","0","1005","1.38","2433","33","336","11","1"
"98","2693","0","1013","1.35","2459","33","359","12","1"
"99","2724","0","1047","1.37","2548","31","337","12","0"
"100","2766","0","1050","1.31","2537","44","310","12","2"
"101","2810","0","1058","1.33","2506","44","337","12","0"
"102","2848","0","1075","1.38","2582","39","344","13","1"
"103","2900","0","1083","1.37","2577","52","301","15","0"
"104","2929","0","1119","1.32","2644","30","326","16","1"
"105","2965","0","1123","1.31","2626","36","311","16","0"
"106","2990","0","1131","1.33","2671","26","341","16","1"
"107","3025","0","1150","1.33","2699","35","322","16","0"
"108","3068","0","1157","1.33","2729","43","320","16","0"
"109","3097","0","1167","1.34","2785","30","346","16","1"
"110","3131","0","1187","1.3","2756","35","362","17","1"
"111","3153","0","1201","1.33","2821","23","327","18","1"
"112","3185","0","1216","1.27","2843","34","345","18","2"
"113","3224","0","1219","1.34","2936","39","330","18","0"
"114","3261","0","1220","1.31","2829","39","346","18","2"
"115","3306","0","1252","1.28","2849","46","332","19","1"
"116","3353","0","1281","1.28","2856","48","315","19","1"
"117","3398","0","1293","1.3","2974","47","313","19","2"
"118","3429","0","1313","1.29","3011","32","329","20","1"
"119","3470","0","1319","1.28","2921","41","322","22","0"
"120","3503","0","1332","1.29","3018","34","312","24","1"
"121","3539","0","1332","1.32","3095","36","335","24","0"
"122","3573","0","1340","1.27","3059","34","326","25","0"
"123","3613","0","1369","1.29","3092","40","305","25","0"
"124","3652","0","1368","1.23","3020","39","294","26","0"
"125","3687","0","1397","1.32","3236","36","302","27","1"
"126","3739","0","1422","1.3","3216","53","303","28","1"
"127","3788","0","1429","1.28","3242","51","316","30","2"
"128","3836","0","1453","1.32","3293","48","305","30","0"
"129","3866","0","1482","1.28","3375","32","311","31","2"
"130","3900","0","1477","1.26","3305","34","318","34","0"
"131","3934","0","1498","1.23","3292","37","276","36","3"
"132","3975","0","1496","1.23","3232","43","290","38","2"
"133","4009","0","1494","1.26","3286","34","328","40","0"
"134","4056","0","1542","1.19","3357","47","312","41","0"
"135","4100","0","1561","1.22","3410","44","286","43","0"
"136","4135","0","1562","1.22","3400","36","283","45","1"
"137","4169","0","1587","1.2","3393","34","315","48","0"
"138","4188","0","1577","1.22","3427","19","314","48","0"
"139","4229","0","1605","1.24","3453","42","281","48","1"
"140","4269","0","1612","1.21","3457","43","284","53","3"
"141","4311","0","1623","1.22","3484","43","298","55","1"
"142","4348","0","1645","1.17","3398","37","328","56","0"
"143","4380","0","1658","1.16","3481","34","341","58","2"
"144","4417","0","1664","1.23","3567","38","321","58","1"
"145","4453","0","1696","1.2","3623","36","315","61","0"
"146","4494","0","1690","1.17","3536","41","313","63","0"
"147","4529","0","1727","1.18","3616","35","288","64","0"
"148","4556","0","1719","1.18","3599","29","332","65","2"
"149","4600","0","1740","1.17","3588","44","306","70","0"
"150","4630","0","1752","1.15","3614","31","298","73","1"
"151","4667","0","1773","1.18","3751","37","302","74","0"
"152","4714","0","1787","1.17","3737","47","259","75","0"
"153","4749","0","1797","1.15","3660","36","269","77","1"
"154","4785","0","1810","1.16","3697","38","287","77","2"
"155","4813","0","1842","1.14","3686","29","297","79","1"
"156","4846","0","1839","1.16","3744","33","303","80","0"
"157","4888","0","1856","1.11","3637","42","264","80","0"
"158","4936","0","1869","1.13","3750","48","259","84","0"
"159","4972","0","1908","1.13","3898","37","262","87","1"
"160","5000","0","1916","1.16","3853","29","244","88","1"
"161","5000","0","1904","1.13","3817","0","266","89","0"
"162","5000","0","1892","1.12","3811","2","289","91","2"
"163","5000","0","1906","1.14","3870","3","283","91","3"
"164","5000","0","1896","1.13","3862","1","310","92","1"
"165","5000","0","1898","1.12","3806","0","291","93","0"
"166","5000","0","1888","1.13","3790","0","288","95","0"
"167","5000","0","1891","1.12","3748","1","314","97","1"
"168","5000","0","1909","1.12","3824","3","285","100","3"
"169","5000","0","1915","1.14","3889","0","308","101","0"
"170","5000","0","1907","1.12","3878","4","288","102","4"
"171","5000","0","1903","1.11","3784","0","301","108","0"
"172","5000","0","1896","1.11","3728","2","288","110","2"
"173","5000","0","1891","1.13","3742","2","315","111","2"
"174","5000","0","1909","1.1","3705","2","283","112","2"
"175","5000","0","1913","1.12","3795","0","285","113","0"
"176","5000","0","1906","1.08","3626","1","287","114","1"
"177","5000","0","1895","1.13","3739","2","310","116","2"
"178","5000","0","1888","1.13","3750","1","321","118","1"
"179","5000","0","1894","1.07","3607","0","317","119","0"
"180","5000","0","1870","1.1","3688","1","315","119","1"
"181","5000","0","1898","1.11","3813","2","288","119","2"
"182","5000","0","1900","1.1","3728","0","315","122","0"
"183","5000","0","1907","1.12","3812","1","314","122","1"
"184","5000","0","1907","1.14","3823","1","305","123","1"
"185","5000","0","1908","1.13","3802","2","306","126","2"
"186","5000","0","1901","1.1","3743","5","265","128","5"
"187","5000","0","1874","1.11","3747","3","308","129","3"
"188","5000","0","1906","1.12","3775","1","295","130","1"
"189","5000","0","1906","1.1","3756","1","288","131","1"
"190","5000","0","1888","1.09","3752","1","278","134","1"
"191","5000","0","1896","1.09","3690","3","317","136","3"
"192","5000","0","1897","1.1","3753","1","291","138","1"
"193","5000","0","1920","1.09","3736","1","306","140","1"
"194","5000","0","1900","1.11","3768","3","336","144","3"
"195","5000","0","1936","1.12","3905","3","294","146","3"
"196","5000","0","1898","1.11","3728","0","296","146","0"
"197","5000","0","1908","1.08","3627","3","279","147","3"
"198","5000","0","1916","1.11","3736","1","284","148","1"
"199","5000","0","1909","1.09","3780","1","282","150","1"
"200","5000","0","1900","1.07","3611","4","308","152","4"
"201","5000","0","1916","1.09","3697","1","304","155","1"
"202","5000","0","1874","1.1","3737","4","284","158","4"
"203","5000","0","1886","1.05","3572","1","312","159","1"
"204","5000","0","1895","1.06","3602","1","286","165","1"
"205","5000","0","1881","1.08","3627","3","318","165","3"
"206","5000","0","1879","1.07","3590","1","301","166","1"
"207","5000","0","1881","1.1","3646","1","303","168","1"
"208","5000","0","1917","1.07","3688","0","281","170","0"
"209","5000","0","1880","1.06","3547","1","304","173","1"
"210","5000","0","1894","1.09","3652","1","328","175","1"
"211","5000","0","1916","1.07","3696","2","301","176","2"
"212","5000","0","1898","1.08","3628","2","300","176","2"
"213","5000","0","1930","1.07","3647","1","276","177","1"
"214","5000","0","1908","1.09","3737","0","330","179","0"
"215","5000","0","1891","1.07","3599","1","301","182","1"
"216","5000","0","1892","1.11","3674","1","346","184","1"
"217","5000","0","1888","1.06","3572","4","302","185","4"
"218","5000","0","1922","1.07","3624","2","302","186","2"
"219","5000","0","1896","1.05","3569","1","332","188","1"
"220","5000","0","1914","1.07","3595","3","301","190","3"
"221","5000","0","1908","1.06","3618","2","309","191","2"
"222","5000","0","1899","1.06","3585","1","301","193","1"
"223","5000","0","1906","1.07","3705","2","301","194","2"
"224","5000","0","1903","1.07","3660","4","315","195","4"
"225","5000","0","1912","1.08","3665","2","312","197","2"
"226","5000","0","1892","1.08","3614","1","313","197","1"
"227","5000","0","1892","1.07","3664","4","322","200","4"
"228","5000","0","1923","1.09","3639","3","316","201","3"
"229","5000","0","1897","1.09","3618","1","316","201","1"
"230","5000","0","1885","1.06","3510","1","297","202","1"
"231","5000","0","1904","1.07","3571","1","286","204","1"
"232","5000","0","1919","1.07","3609","0","299","204","0"
"233","5000","0","1902","1.07","3594","3","326","204","3"
"234","5000","0","1899","1.06","3591","4","309","205","4"
"235","5000","0","1906","1.04","3549","3","338","205","3"
"236","5000","0","1911","1.06","3568","1","306","206","1"
"237","5000","0","1905","1.09","3668","3","292","207","3"
"238","5000","0","1894","1.06","3516","2","322","207","2"
"239","5000","0","1909","1.07","3670","1","303","208","1"
"240","5000","0","1898","1.07","3623","4","322","209","4"
"241","5000","0","1902","1.03","3500","3","318","211","3"
"242","5000","0","1897","1.07","3609","2","296","212","2"
"243","5000","0","1878","1.02","3477","0","297","213","0"
"244","5000","0","1889","1.05","3525","2","315","216","2"
"245","5000","0","1909","1.04","3501","5","293","216","5"
"246","5000","0","1915","1.05","3560","1","304","219","1"
"247","5000","0","1900","1.06","3578","1","297","221","1"
"248","5000","0","1911","1.06","3610","1","293","222","1"
"249","5000","0","1921","1.01","3434","2","304","224","2"
"250","5000","0","1924","1.03","3544","5","288","229","5"
"251","5000","0","1906","1.07","3579","2","331","230","2"
"252","5000","0","1905","1.01","3395","0","298","232","0"
"253","5000","0","1898","1.02","3405","3","284","236","3"
"254","5000","0","1869","1.04","3482","1","287","237","1"
"255","5000","0","1898","1.01","3474","1","333","238","1"
"256","5000","0","1919","1.06","3639","3","300","239","3"
"257","5000","0","1897","1.03","3461","0","309","241","0"
"258","5000","0","1902","1.03","3469","2","320","242","2"
"259","5000","0","1904","1.02","3480","1","306","243","1"
"260","5000","0","1903","1.02","3459","2","309","246","2"
"261","5000","0","1893","1.03","3440","1","302","247","1"
"262","5000","0","1917","1.04","3498","3","320","247","3"
"263","5000","0","1912","1.01","3430","3","303","250","3"
"264","5000","0","1892","1.01","3405","1","333","250","1"
"265","5000","0","1898","1.03","3519","3","341","252","3"
"266","5000","0","1895","1.03","3426","1","336","254","1"
"267","5000","0","1904","0.99","3357","3","307","254","3"
"268","5000","0","1903","1","3332","4","296","256","4"
"269","5000","0","1883","1.02","3401","2","324","256","2"
"270","5000","0","1910","1.02","3450","1","309","258","1"
"271","5000","0","1876","0.97","3329","3","350","260","3"
"272","5000","0","1884","1.01","3425","3","309","260","3"
"273","5000","0","1917","1","3402","5","293","261","5"
"274","5000","0","1896","1.02","3404","0","314","261","0"
"275","5000","0","1933","1.02","3524","0","328","261","0"
"276","5000","0","1899","1.01","3403","0","323","261","0"
"277","5000","0","1900","0.99","3295","2","323","261","2"
"278","5000","0","1897","1","3344","1","356","261","1"
"279","5000","0","1896","1.01","3372","2","333","263","2"
"280","5000","0","1922","1.03","3552","2","331","264","2"
"281","5000","0","1915","0.99","3374","3","309","265","3"
"282","5000","0","1925","1","3375","4","321","265","4"
"283","5000","0","1897","0.98","3285","2","325","266","2"
"284","5000","0","1898","1","3366","1","336","267","1"
"285","5000","0","1899","1","3346","1","337","268","1"
"286","5000","0","1895","0.99","3340","3","350","270","3"
"287","5000","0","1895","0.98","3303","2","326","270","2"
"288","5000","0","1905","0.98","3307","2","330","270","2"
"289","5000","0","1898","0.99","3289","2","311","272","2"
"290","5000","0","1905","1.01","3374","0","355","272","0"
"291","5000","0","1902","0.99","3314","1","363","273","1"
"292","5000","0","1883","0.99","3349","2","335","275","2"
"293","5000","0","1882","1","3344","2","297","277","2"
"294","5000","0","1897","0.98","3320","3","336","278","3"
"295","5000","0","1920","0.97","3319","4","324","279","4"
"296","5000","0","1899","1","3377","2","345","280","2"
"297","5000","0","1894","0.99","3392","0","331","281","0"
"298","5000","0","1889","0.94","3206","0","350","281","0"
"299","5000","0","1929","1.04","3508","2","332","282","2"
"300","5000","0","1916","1","3413","2","308","283","2"
"301","5000","0","1883","0.99","3266","2","321","284","2"
"302","5000","0","1911","1","3343","4","292","284","4"
"303","5000","0","1911","0.97","3340","2","358","285","2"
"304","5000","0","1897","1.01","3361","3","334","286","3"
"305","5000","0","1899","0.97","3285","1","322","286","1"
"306","5000","0","1880","0.96","3249","1","345","286","1"
"307","5000","0","1914","0.99","3326","6","320","288","6"
"308","5000","0","1907","0.96","3259","1","338","289","1"
"309","5000","0","1876","0.97","3236","1","327","290","1"
"310","5000","0","1894","0.98","3258","2","327","291","2"
"311","5000","0","1903","0.94","3228","0","313","291","0"
"312","5000","0","1896","0.98","3277","1","320","291","1"
"313","5000","0","1913","1","3364","3","342","293","3"
"314","5000","0","1904","0.99","3286","1","336","295","1"
"315","5000","0","1899","0.97","3258","3","328","296","3"
"316","5000","0","1900","0.96","3268","2","362","298","2"
"317","5000","0","1891","0.96","3167","2","321","300","2"
"318","5000","0","1900","0.99","3272","3","327","300","3"
"319","5000","0","1907","0.95","3238","2","343","301","2"
"320","5000","0","1926","0.97","3244","0","313","303","0"
"321","5000","0","1905","0.98","3304","3","308","303","3"
"322","5000","0","1926","0.98","3322","0","297","303","0"
"323","5000","0","1908","0.97","3263","2","275","303","2"
"324","5000","0","1910","0.97","3243","1","286","303","1"
"325","5000","0","1908","0.95","3206","0","372","303","0"
"326","5000","0","1911","0.99","3275","2","335","303","2"
"327","5000","0","1914","0.95","3228","2","353","303","2"
"328","5000","0","1899","0.97","3232","1","341","304","1"
"329","5000","0","1904","0.98","3232","2","345","304","2"
"330","5000","0","1901","0.95","3196","1","335","305","1"
"331","5000","0","1895","0.97","3216","1","320","306","1"
"332","5000","0","1920","0.96","3290","0","319","306","0"
"333","5000","0","1911","0.94","3202","1","303","306","1"
"334","5000","0","1890","0.95","3139","0","319","307","0"
"335","5000","0","1926","0.95","3192","0","321","307","0"
"336","5000","0","1921","0.93","3231","5","344","307","5"
"337","5000","0","1878","0.95","3220","3","339","307","3"
"338","5000","0","1899","0.95","3222","2","326","307","2"
"339","5000","0","1899","0.96","3226","0","330","308","0"
"340","5000","0","1916","0.96","3313","1","350","310","1"
"341","5000","0","1890","0.94","3157","0","310","311","0"
"342","5000","0","1874","0.95","3160","2","340","311","2"
"343","5000","0","1912","0.96","3214","2","338","311","2"
"344","5000","0","1889","0.96","3221","2","287","311","2"
"345","5000","0","1886","0.96","3151","0","348","312","0"
"346","5000","0","1929","0.95","3213","2","338","313","2"
"347","5000","0","1907","0.94","3173","3","351","314","3"
"348","5000","0","1911","0.9","3102","2","329","314","2"
"349","5000","0","1904","0.93","3105","3","332","317","3"
"350","5000","0","1917","0.94","3204","0","315","318","0"
"351","5000","0","1886","0.94","3122","0","359","319","0"
"352","5000","0","1910","0.93","3156","1","356","320","1"
"353","5000","0","1912","0.95","3176","0","319","321","0"
"354","5000","0","1904","0.94","3143","4","341","321","4"
"355","5000","0","1893","0.92","3086","1","350","321","1"
"356","5000","0","1896","0.96","3215","2","356","322","2"
"357","5000","0","1896","0.93","3217","3","360","323","3"
"358","5000","0","1927","0.91","3125","1","336","323","1"
"359","5000","0","1903","0.89","2979","4","325","324","4"
"360","5000","0","1930","0.88","3056","0","340","325","0"
"361","5000","0","1906","0.91","3124","1","347","325","1"
"362","5000","0","1917","0.94","3142","1","354","325","1"
"363","5000","0","1902","0.92","3160","1","342","326","1"
"364","5000","0","1894","0.97","3185","0","335","326","0"
"365","5000","0","1889","0.91","3075","0","355","327","0"
"366","5000","0","1923","0.92","3130","2","336","327","2"
"367","5000","0","1895","0.94","3178","1","342","327","1"
"368","5000","0","1904","0.92","3098","3","323","327","3"
"369","5000","0","1910","0.88","3024","1","331","328","1"
"370","5000","0","1906","0.94","3147","1","357","328","1"
"371","5000","0","1900","0.88","3046","0","335","328","0"
"372","5000","0","1906","0.91","3061","4","338","328","4"
"373","5000","0","1895","0.92","3042","1","335","330","1"
"374","5000","0","1912","0.91","3063","2","337","330","2"
"375","5000","0","1904","0.89","2962","2","342","330","2"
"376","5000","0","1920","0.91","3117","1","347","330","1"
"377","5000","0","1895","0.9","3128","2","311","330","2"
"378","5000","0","1923","0.95","3198","0","348","331","0"
"379","5000","0","1903","0.95","3151","2","359","332","2"
"380","5000","0","1902","0.97","3215","1","358","333","1"
"381","5000","0","1893","0.89","2958","3","338","333","3"
"382","5000","0","1894","0.91","3093","0","348","334","0"
"383","5000","0","1894","0.89","2988","1","330","335","1"
"384","5000","0","1899","0.9","3102","2","321","335","2"
"385","5000","0","1902","0.88","3008","4","334","335","4"
"386","5000","0","1903","0.89","3007","1","356","336","1"
"387","5000","0","1892","0.9","2991","0","334","336","0"
"388","5000","0","1906","0.92","3121","2","334","336","2"
"389","5000","0","1878","0.88","2929","3","342","336","3"
"390","5000","0","1906","0.91","3123","0","373","336","0"
"391","5000","0","1922","0.92","3108","0","364","337","0"
"392","5000","0","1911","0.9","3029","1","327","337","1"
"393","5000","0","1895","0.88","2983","1","334","338","1"
"394","5000","0","1892","0.91","3069","1","338","339","1"
"395","5000","0","1871","0.9","3033","2","344","339","2"
"396","5000","0","1933","0.87","2979","1","322","339","1"
"397","5000","0","1884","0.89","3057","1","345","339","1"
"398","5000","0","1901","0.89","3017","1","337","339","1"
"399","5000","0","1897","0.91","3020","1","321","340","1"
"400","5000","0","1890","0.88","2916","1","369","340","1"
"401","5000","0","1875","0.89","2985","2","387","340","2"
"402","5000","0","1898","0.89","2990","0","338","341","0"
"403","5000","0","1896","0.92","3081","1","343","341","1"
"404","5000","0","1911","0.88","3004","0","319","341","0"
"405","5000","0","1891","0.87","2927","1","356","341","1"
"406","5000","0","1893","0.87","2971","0","347","341","0"
"407","5000","0","1895","0.89","2985","0","364","342","0"
"408","5000","0","1915","0.86","2946","0","333","342","0"
"409","5000","0","1909","0.87","3028","2","351","343","2"
"410","5000","0","1915","0.89","2980","0","357","343","0"
"411","5000","0","1875","0.89","2936","0","349","344","0"
"412","5000","0","1905","0.89","3017","1","355","344","1"
"413","5000","0","1914","0.89","3016","0","345","344","0"
"414","5000","0","1911","0.9","3053","1","361","346","1"
"415","5000","0","1878","0.91","2949","0","356","347","0"
"416","5000","0","1897","0.88","2966","3","336","347","3"
"417","5000","0","1907","0.89","2974","1","345","348","1"
"418","5000","0","1909","0.89","3064","0","343","349","0"
"419","5000","0","1909","0.88","2976","1","343","349","1"
"420","5000","0","1902","0.89","2981","0","384","351","0"
"421","5000","0","1911","0.9","3000","0","348","351","0"
"422","5000","0","1908","0.89","2983","3","364","351","3"
"423","5000","0","1914","0.89","3009","2","334","351","2"
"424","5000","0","1906","0.91","3026","0","314","351","0"
"425","5000","0","1899","0.89","3003","3","364","353","3"
"426","5000","0","1911","0.86","2947","1","313","353","1"
"427","5000","0","1905","0.87","3023","2","354","353","2"
"428","5000","0","1912","0.89","3035","0","338","354","0"
"429","5000","0","1891","0.82","2783","1","346","354","1"
"430","5000","0","1903","0.88","3016","0","345","354","0"
"431","5000","0","1915","0.87","2965","1","320","354","1"
"432","5000","0","1900","0.9","3025","1","340","354","1"
"433","5000","0","1885","0.88","2879","3","351","354","3"
"434","5000","0","1909","0.88","2959","0","346","355","0"
"435","5000","0","1864","0.89","2953","0","333","355","0"
"436","5000","0","1901","0.9","2957","0","372","355","0"
"437","5000","0","1912","0.9","2998","1","358","355","1"
"438","5000","0","1943","0.87","2995","1","332","355","1"
"439","5000","0","1880","0.86","2840","1","376","355","1"
"440","5000","0","1919","0.85","2878","2","347","355","2"
"441","5000","0","1892","0.9","3026","0","337","356","0"
"442","5000","0","1918","0.87","2907","0","334","356","0"
"443","5000","0","1889","0.88","2892","0","345","358","0"
"444","5000","0","1900","0.87","2921","1","338","360","1"
"445","5000","0","1913","0.91","3077","0","336","360","0"
"446","5000","0","1890","0.85","2906","0","348","360","0"
"447","5000","0","1923","0.87","2982","0","339","360","0"
"448","5000","0","1892","0.86","2891","0","335","360","0"
"449","5000","0","1891","0.88","2968","1","354","361","1"
"450","5000","0","1889","0.86","2941","1","361","362","1"
"451","5000","0","1900","0.87","2936","1","339","362","1"
"452","5000","0","1890","0.89","2952","0","333","362","0"
"453","5000","0","1925","0.88","3049","1","347","362","1"
"454","5000","0","1909","0.88","2964","1","339","362","1"
"455","5000","0","1909","0.86","2933","1","338","363","1"
"456","5000","0","1923","0.85","2894","1","305","364","1"
"457","5000","0","1890","0.88","2894","1","360","364","1"
"458","5000","0","1920","0.86","2870","2","336","364","2"
"459","5000","0","1901","0.88","2932","1","346","364","1"
"460","5000","0","1889","0.85","2893","1","358","364","1"
"461","5000","0","1898","0.86","2904","0","344","364","0"
"462","5000","0","1912","0.89","2975","2","321","365","2"
"463","5000","0","1890","0.87","2910","0","331","366","0"
"464","5000","0","1905","0.84","2948","2","334","366","2"
"465","5000","0","1917","0.88","2971","2","321","366","2"
"466","5000","0","1902","0.87","2920","0","337","366","0"
"467","5000","0","1903","0.84","2881","0","387","366","0"
"468","5000","0","1872","0.87","2943","0","347","366","0"
"469","5000","0","1904","0.85","2913","0","321","367","0"
"470","5000","0","1886","0.88","2931","1","315","367","1"
"471","5000","0","1908","0.87","3002","2","346","368","2"
"472","5000","0","1898","0.87","2935","3","317","369","3"
"473","5000","0","1900","0.88","2933","0","359","370","0"
"474","5000","0","1922","0.85","2935","1","324","372","1"
"475","5000","0","1897","0.84","2837","2","360","372","2"
"476","5000","0","1913","0.86","2872","1","360","372","1"
"477","5000","0","1912","0.88","2966","1","362","374","1"
"478","5000","0","1894","0.87","2948","0","343","374","0"
"479","5000","0","1898","0.85","2854","1","333","374","1"
"480","5000","0","1925","0.84","2886","1","344","375","1"
"481","5000","0","1904","0.87","2906","2","329","375","2"
"482","5000","0","1914","0.85","2918","0","327","376","0"
"483","5000","0","1913","0.88","2897","1","338","376","1"
"484","5000","0","1900","0.86","2946","1","359","377","1"
"485","5000","0","1904","0.87","2942","0","346","377","0"
"486","5000","0","1902","0.86","2937","0","334","378","0"
"487","5000","0","1898","0.83","2797","0","339","378","0"
"488","5000","0","1902","0.88","2992","1","319","378","1"
"489","5000","0","1908","0.84","2861","0","338","379","0"
"490","5000","0","1897","0.85","2846","0","358","380","0"
"491","5000","0","1909","0.84","2830","1","352","381","1"
"492","5000","0","1906","0.85","2897","1","335","381","1"
"493","5000","0","1914","0.86","2934","0","360","381","0"
"494","5000","0","1909","0.89","2954","2","308","382","2"
"495","5000","0","1905","0.86","2941","0","353","382","0"
"496","5000","0","1905","0.85","2864","1","377","382","1"
"497","5000","0","1890","0.89","2903","1","347","383","1"
"498","5000","0","1883","0.85","2866","0","357","383","0"
"499","5000","0","1889","0.84","2841","1","350","383","1"
"500","5000","0","1881","0.9","2986","1","332","383","1"
"501","5000","0","1887","0.85","2846","1","333","383","1"
"502","5000","0","1926","0.85","2885","0","340","383","0"
"503","5000","0","1902","0.85","2855","0","357","383","0"
"504","5000","0","1894","0.86","2902","1","353","384","1"
"505","5000","0","1904","0.87","2904","0","339","384","0"
"506","5000","0","1911","0.87","2965","1","360","385","1"
"507","5000","0","1899","0.85","2874","2","358","385","2"
"508","5000","0","1894","0.84","2813","0","372","385","0"
"509","5000","0","1890","0.84","2808","2","367","387","2"
"510","5000","0","1890","0.85","2847","0","394","387","0"
"511","5000","0","1898","0.85","2907","1","342","387","1"
"512","5000","0","1899","0.85","2938","1","377","387","1"
"513","5000","0","1913","0.85","2775","0","351","387","0"
"514","5000","0","1936","0.86","2897","1","361","388","1"
"515","5000","0","1930","0.85","2817","0","359","389","0"
"516","5000","0","1898","0.85","2851","0","325","389","0"
"517","5000","0","1874","0.85","2862","0","360","389","0"
"518","5000","0","1910","0.86","2874","3","329","389","3"
"519","5000","0","1910","0.84","2801","2","345","390","2"
"520","5000","0","1890","0.85","2875","2","346","391","2"
