"Time","# Players","Told To Move","Games Played","Avg. Payoff","Energy Given","Births","Movements Made","No Space To Move","Energy Removed","Deaths"
"257","5000","0","1896","1.2","4073","2","365","1219","2500","2"
"258","5000","0","1906","1.2","4219","10","316","1219","2500","10"
"259","5000","0","1906","1.22","4178","4","355","1221","2500","4"
"260","5000","0","1886","1.22","4225","5","317","1223","2500","5"
"261","5000","0","1902","1.18","4117","3","335","1225","2500","3"
"262","5000","0","1890","1.18","4097","10","324","1225","2500","10"
"263","5000","0","1927","1.2","4207","3","326","1225","2500","3"
"264","5000","0","1899","1.18","4138","5","323","1226","2500","5"
"265","5000","0","1892","1.19","4131","7","331","1227","2500","7"
"266","5000","0","1904","1.2","4206","9","312","1229","2500","9"
"267","5000","0","1905","1.17","4051","4","343","1231","2500","4"
"268","5000","0","1907","1.19","4212","4","354","1231","2500","4"
"269","5000","0","1884","1.23","4180","0","316","1235","2500","0"
"270","5000","0","1894","1.2","4123","8","332","1236","2500","8"
"271","5000","0","1886","1.17","4014","6","344","1237","2500","6"
"272","5000","0","1929","1.23","4214","11","321","1239","2500","11"
"273","5000","0","1901","1.2","4106","3","331","1240","2500","3"
"274","5000","0","1895","1.17","4033","6","335","1242","2500","6"
"275","5000","0","1903","1.2","4163","4","321","1242","2500","4"
"276","5000","0","1903","1.2","4208","10","331","1244","2500","10"
"277","5000","0","1939","1.23","4286","6","333","1244","2500","6"
"278","5000","0","1916","1.2","4141","7","302","1245","2500","7"
"279","5000","0","1904","1.24","4261","1","326","1247","2500","1"
"280","5000","0","1899","1.19","4076","7","314","1247","2500","7"
"281","5000","0","1896","1.2","4110","2","302","1247","2500","2"
"282","5000","0","1893","1.24","4244","7","356","1249","2500","7"
"283","5000","0","1901","1.17","4080","4","334","1252","2500","4"
"284","5000","0","1911","1.22","4196","7","341","1252","2500","7"
"285","5000","0","1891","1.19","4065","4","330","1253","2500","4"
"286","5000","0","1887","1.21","4062","12","296","1256","2500","12"
"287","5000","0","1881","1.17","4044","5","326","1257","2500","5"
"288","5000","0","1915","1.24","4256","6","327","1258","2500","6"
"289","5000","0","1913","1.22","4143","3","309","1259","2500","3"
"290","5000","0","1893","1.23","4236","6","309","1260","2500","6"
"291","5000","0","1913","1.19","4065","7","286","1264","2500","7"
"292","5000","0","1929","1.21","4238","8","331","1266","2500","8"
"293","5000","0","1914","1.19","4078","1","336","1266","2500","1"
"294","5000","0","1892","1.21","4104","8","311","1266","2500","8"
"295","5000","0","1895","1.2","4140","1","323","1266","2500","1"
"296","5000","0","1927","1.22","4224","9","312","1268","2500","9"
"297","5000","0","1905","1.21","4240","5","332","1268","2500","5"
"298","5000","0","1907","1.15","4031","12","330","1268","2500","12"
"299","5000","0","1903","1.16","4051","3","354","1270","2500","3"
"300","5000","0","1919","1.18","4054","6","327","1271","2500","6"
"301","5000","0","1901","1.21","4147","6","348","1271","2500","6"
"302","5000","0","1895","1.19","4071","4","329","1271","2500","4"
"303","5000","0","1906","1.21","4161","4","332","1274","2500","4"
"304","5000","0","1905","1.21","4189","6","310","1277","2500","6"
"305","5000","0","1920","1.19","4141","3","320","1277","2500","3"
"306","5000","0","1884","1.19","4073","8","301","1277","2500","8"
"307","5000","0","1938","1.18","4122","1","312","1280","2500","1"
"308","5000","0","1889","1.21","4139","4","321","1282","2500","4"
"309","5000","0","1904","1.2","4184","1","322","1283","2500","1"
"310","5000","0","1896","1.19","4101","4","319","1284","2500","4"
"311","5000","0","1902","1.2","4153","1","325","1286","2500","1"
"312","5000","0","1914","1.17","4109","8","331","1287","2500","8"
"313","5000","0","1890","1.19","4096","3","355","1288","2500","3"
"314","5000","0","1900","1.18","4104","9","329","1288","2500","9"
"315","5000","0","1895","1.18","4036","3","340","1288","2500","3"
"316","5000","0","1909","1.18","4082","10","340","1289","2500","10"
"317","5000","0","1884","1.2","4089","2","311","1289","2500","2"
"318","5000","0","1918","1.16","4088","7","309","1290","2500","7"
"319","5000","0","1900","1.14","3982","4","320","1291","2500","4"
"320","5000","0","1902","1.19","4134","2","302","1291","2500","2"
"321","5000","0","1895","1.18","4092","2","319","1292","2500","2"
"322","5000","0","1885","1.17","4026","15","338","1292","2500","15"
"323","5000","0","1906","1.18","4062","3","325","1292","2500","3"
"324","5000","0","1897","1.19","4086","10","324","1293","2500","10"
"325","5000","0","1893","1.2","4107","3","347","1293","2500","3"
"326","5000","0","1890","1.19","4088","4","347","1296","2500","4"
"327","5000","0","1914","1.16","4096","2","321","1298","2500","2"
"328","5000","0","1903","1.17","4065","3","337","1298","2500","3"
"329","5000","0","1903","1.21","4150","1","319","1301","2500","1"
"330","5000","0","1918","1.18","4144","10","326","1303","2500","10"
"331","5000","0","1898","1.19","4118","5","342","1304","2500","5"
"332","5000","0","1914","1.2","4167","8","319","1304","2500","8"
"333","5000","0","1912","1.2","4188","2","329","1305","2500","2"
"334","5000","0","1869","1.15","3981","6","316","1307","2500","6"
"335","5000","0","1932","1.19","4123","1","315","1308","2500","1"
"336","5000","0","1910","1.16","4005","4","326","1308","2500","4"
"337","5000","0","1892","1.18","4091","0","319","1308","2500","0"
"338","5000","0","1895","1.18","4121","7","322","1309","2500","7"
"339","5000","0","1907","1.15","3987","5","338","1309","2500","5"
"340","5000","0","1927","1.17","4130","7","320","1309","2500","7"
"341","5000","0","1910","1.18","4064","6","307","1309","2500","6"
"342","5000","0","1911","1.22","4162","8","284","1310","2500","8"
"343","5000","0","1901","1.19","4113","8","317","1311","2500","8"
"344","5000","0","1914","1.17","4111","6","288","1312","2500","6"
"345","5000","0","1914","1.19","4117","1","294","1312","2500","1"
"346","5000","0","1892","1.19","4109","8","317","1312","2500","8"
"347","5000","0","1888","1.17","4021","3","350","1312","2500","3"
"348","5000","0","1902","1.17","4117","3","321","1313","2500","3"
"349","5000","0","1938","1.18","4076","6","308","1315","2500","6"
"350","4999","0","1922","1.22","4194","3","314","1316","2500","4"
"351","5000","0","1890","1.17","4047","3","309","1317","2499.5","2"
"352","5000","0","1909","1.17","4147","14","311","1317","2500","14"
"353","5000","0","1907","1.16","4065","3","310","1317","2500","3"
"354","5000","0","1910","1.18","4123","7","325","1318","2500","7"
"355","5000","0","1901","1.2","4204","1","308","1318","2500","1"
"356","5000","0","1902","1.19","4148","3","322","1318","2500","3"
"357","5000","0","1913","1.2","4142","1","313","1318","2500","1"
"358","5000","0","1893","1.2","4137","3","332","1318","2500","3"
"359","5000","0","1871","1.19","4039","6","348","1321","2500","6"
"360","5000","0","1898","1.2","4110","6","346","1321","2500","6"
"361","5000","0","1890","1.22","4160","6","323","1321","2500","6"
"362","5000","0","1913","1.18","4096","5","326","1321","2500","5"
"363","5000","0","1924","1.18","4141","5","306","1322","2500","5"
"364","5000","0","1902","1.2","4183","4","310","1322","2500","4"
"365","5000","0","1880","1.21","4118","7","336","1322","2500","7"
"366","5000","0","1893","1.17","4054","9","333","1322","2500","9"
"367","5000","0","1900","1.19","4084","5","319","1322","2500","5"
"368","5000","0","1887","1.16","3996","8","315","1322","2500","8"
"369","5000","0","1890","1.19","4049","3","328","1323","2500","3"
"370","5000","0","1907","1.21","4129","4","321","1323","2500","4"
"371","5000","0","1888","1.19","4100","0","327","1323","2500","0"
"372","5000","0","1892","1.18","4096","5","325","1323","2500","5"
"373","5000","0","1895","1.2","4130","3","333","1323","2500","3"
"374","5000","0","1913","1.18","4078","6","315","1323","2500","6"
"375","5000","0","1929","1.17","4102","2","303","1323","2500","2"
"376","5000","0","1913","1.18","4087","7","307","1323","2500","7"
"377","5000","0","1924","1.2","4161","3","323","1323","2500","3"
"378","5000","0","1908","1.17","4079","2","309","1324","2500","2"
"379","5000","0","1903","1.13","3954","4","295","1324","2500","4"
"380","5000","0","1893","1.2","4113","4","329","1324","2500","4"
"381","5000","0","1914","1.17","4071","3","317","1324","2500","3"
"382","5000","0","1889","1.18","4130","5","324","1324","2500","5"
"383","5000","0","1883","1.17","3993","2","333","1324","2500","2"
"384","5000","0","1912","1.2","4160","6","340","1325","2500","6"
"385","5000","0","1901","1.17","4007","2","351","1325","2500","2"
"386","5000","0","1885","1.18","4092","6","332","1325","2500","6"
"387","5000","0","1907","1.18","4099","6","310","1325","2500","6"
"388","5000","0","1905","1.19","4076","10","311","1325","2500","10"
"389","5000","0","1876","1.19","4049","3","307","1325","2500","3"
"390","5000","0","1904","1.21","4144","1","329","1325","2500","1"
"391","5000","0","1886","1.16","3993","2","290","1326","2500","2"
"392","5000","0","1905","1.21","4100","9","340","1326","2500","9"
"393","5000","0","1930","1.18","4181","1","331","1327","2500","1"
"394","5000","0","1933","1.17","4058","5","302","1328","2500","5"
"395","5000","0","1896","1.19","4106","2","307","1329","2500","2"
"396","5000","0","1884","1.17","3980","7","320","1329","2500","7"
"397","5000","0","1907","1.17","4040","0","321","1332","2500","0"
"398","5000","0","1912","1.19","4073","4","296","1334","2500","4"
"399","5000","0","1911","1.18","4081","3","303","1337","2500","3"
"400","5000","0","1904","1.16","3995","5","325","1337","2500","5"
"401","5000","0","1890","1.15","3907","0","315","1337","2500","0"
"402","5000","0","1919","1.21","4149","3","325","1338","2500","3"
"403","5000","0","1897","1.11","3851","2","326","1338","2500","2"
"404","5000","0","1880","1.15","3918","6","331","1340","2500","6"
"405","5000","0","1906","1.17","3998","3","359","1340","2500","3"
"406","5000","0","1910","1.17","4021","5","327","1343","2500","5"
"407","5000","0","1919","1.15","4066","2","344","1343","2500","2"
"408","5000","0","1875","1.17","3956","5","306","1343","2500","5"
"409","5000","0","1888","1.14","3963","4","355","1343","2500","4"
"410","5000","0","1896","1.16","4010","4","322","1343","2500","4"
"411","5000","0","1902","1.17","4005","3","302","1344","2500","3"
"412","5000","0","1896","1.17","3999","4","308","1344","2500","4"
"413","5000","0","1919","1.15","3974","3","328","1344","2500","3"
"414","5000","0","1891","1.18","4080","3","310","1345","2500","3"
"415","5000","0","1879","1.17","3925","1","322","1346","2500","1"
"416","5000","0","1918","1.17","4048","4","305","1349","2500","4"
"417","5000","0","1911","1.16","4008","4","323","1353","2500","4"
"418","5000","0","1893","1.18","4063","5","323","1353","2500","5"
"419","5000","0","1909","1.19","4104","3","313","1353","2500","3"
"420","5000","0","1875","1.17","3931","11","313","1353","2500","11"
"421","5000","0","1892","1.17","4066","1","329","1354","2500","1"
"422","5000","0","1912","1.15","3987","3","316","1355","2500","3"
"423","5000","0","1907","1.17","3966","2","308","1355","2500","2"
"424","5000","0","1876","1.18","4029","6","345","1355","2500","6"
"425","5000","0","1884","1.16","3999","3","309","1356","2500","3"
"426","5000","0","1896","1.17","4067","3","341","1356","2500","3"
"427","5000","0","1901","1.14","3945","3","325","1358","2500","3"
"428","5000","0","1889","1.18","3999","9","299","1359","2500","9"
"429","5000","0","1909","1.19","4082","3","316","1360","2500","3"
"430","5000","0","1916","1.21","4174","0","288","1361","2500","0"
"431","5000","0","1900","1.18","4032","4","291","1361","2500","4"
"432","5000","0","1904","1.18","4123","5","310","1361","2500","5"
"433","5000","0","1909","1.17","4078","6","310","1361","2500","6"
"434","5000","0","1904","1.17","4125","5","325","1362","2500","5"
"435","5000","0","1892","1.16","3964","4","343","1365","2500","4"
"436","5000","0","1879","1.16","3949","4","326","1366","2500","4"
"437","5000","0","1909","1.13","3918","2","334","1366","2500","2"
"438","5000","0","1899","1.16","4026","4","343","1366","2500","4"
"439","5000","0","1905","1.11","3929","2","315","1367","2500","2"
"440","5000","0","1915","1.18","4082","4","307","1367","2500","4"
"441","5000","0","1914","1.16","4049","1","302","1369","2500","1"
"442","5000","0","1909","1.17","4001","5","311","1369","2500","5"
"443","5000","0","1886","1.18","4028","4","327","1370","2500","4"
"444","5000","0","1907","1.15","4000","2","302","1370","2500","2"
"445","5000","0","1897","1.16","3968","3","318","1370","2500","3"
